airTemp,waterTemp,salinity,pH,turbidity,sunRadiation,rainfall,rainfall24,rainfall48,rainfall72,windDirection,windStrength,UBB/37,UBB/22,EC,EN,PA,SA,CP,numBathers,numChildren,numDogs,numSeagull,numPigeons,beachUnclean,seaSurfaceUnclean,wellspring,coasalSorce,seaTurbidity
25,21,25.7,8.04,0.8,948.63,0,0,2.1,2.1,16,1.2,80,1280,50,10,90,1,1,17,3,0,0,0,0,0,0,0,0
25,18,32.28,8.12,1.1,710.87,0,0,2,2.1,22,0.8,35,1750,36,18,10,0,6,0,0,0,5,0,1,0,2,0,0
25,18,33.06,8.13,0.7,666.54,0,0,2,2.1,22,0.8,11,720,33,10,8,0,0,25,2,0,0,0,1,0,0,0,0
25,18,27.59,8.09,0.9,651.77,0,0,2,2.1,20,1,110,1200,100,40,0,0,9,25,2,0,0,0,1,0,0,0,0
25,19,32.13,8.11,2.4,636.99,0,0,2,2.1,20,1,180,1040,8,18,3,0,0,50,0,0,0,0,0,0,0,0,0
25,19,32.3,8.11,2.6,607.44,0,0,2,2.1,20,1,1570,2001,3,8,10,0,0,30,0,0,0,0,0,0,0,0,0
24.5,19,16.33,7.82,2.3,63.68,0,0,2,2.1,20,1,2001,2001,30,33,8,8,10,3,0,0,0,0,0,0,0,2,0
24.5,19,30.88,7.96,0.5,50.15,0,0,2,2.1,20,1,2001,2001,280,40,0,0,5,11,0,0,0,0,0,0,0,0,0
24.5,20,27.02,7.97,2.4,188,0,0,2,2.1,20,1,1500,2001,480,390,0,0,7,31,1,0,0,0,0,0,0,0,0
24.5,21.5,25.69,7.97,0.6,188,0,0,2,2.1,22,0.9,40,2001,7,14,3,1,1,20,3,0,0,0,0,0,0,0,0
24.5,21.5,23.11,7.92,0.5,188,0,0,2,2.1,22,0.9,85,2001,7,25,100,4,3,29,0,0,0,0,0,0,0,0,0
22,17,34.24,8.1,0.5,0,0,0,2,2.1,24,0.2,25,1500,55,34,50,4,2,0,0,0,0,0,0,0,0,0,0
20,19,36.17,8.3,0.6,0,0,0,2,2.1,24,0.2,23,900,25,6,2,0,1,0,0,0,0,0,0,0,0,0,0
21,19,36.09,8.02,0.7,0,0,0,2,2.1,24,0.2,12,700,26,7,18,3,0,0,0,0,0,0,0,0,0,0,0
20,19,35.67,8.03,0.8,0,0,0,2,2.1,0,0,120,2001,25,18,10,2,0,0,0,0,0,0,0,0,0,0,0
20,19,35.51,8.04,1.7,0,0,0,2,2.1,0,0,160,1600,45,25,10,5,1,0,0,0,0,0,0,0,0,0,0
22.5,18,20.94,7.96,1,0,0,0,2,2.1,8,0.9,2001,2001,100,35,3,8,1,0,0,0,0,0,0,0,3,0,0
22,19,35.3,7.97,0.5,0,0,0,2,2.1,8,0.9,2001,2001,13,3,2,1,1,0,0,0,0,0,0,0,1,0,0
22,19,32.83,7.94,1.1,0,0,0,2,2.1,8,0.9,1300,2001,85,13,4,0,0,0,0,0,0,0,0,0,0,0,0
19.5,20,35.1,7.98,0.8,0,0,0,2,2.1,6,0.9,2001,2001,15,4,60,0,0,0,0,0,0,0,0,0,0,0,0
19.5,20,34.38,7.97,0.9,0,0,0,2,2.1,6,0.9,400,1900,27,10,16,3,0,0,0,0,0,0,0,0,0,0,0
19,17,30.26,7.99,0.8,344.1,0,0,2,2.1,4,1.3,1200,1800,260,51,0,0,0,0,0,0,15,0,1,0,0,3,0
19,17,34.99,8.01,0.6,350.88,0,0,2,2.1,6,1.2,800,2001,280,37,2,6,0,1,0,0,0,0,0,0,0,1,0
19,17,34.89,8.01,1.4,353.15,0,0,2,2.1,6,1.2,140,2000,140,60,1,4,12,0,0,0,25,0,0,0,0,0,0
21,19,34.8,8.01,0.4,356.77,0,0,2,2.1,6,1.2,190,200,200,40,0,3,5,0,0,0,0,0,0,0,0,0,0
21,19,34.76,8.02,0.4,234.48,0,0,2,2.1,6,1.2,120,1800,190,68,0,10,2,0,0,0,0,0,0,0,0,0,0
22,19,32.38,8.01,0.4,783.23,0,0,0,2.1,14,1.2,27,1000,5,13,20,4,0,0,0,0,0,0,2,0,2,1,0
23.5,19.5,36.05,8.02,0.5,976.35,0,0,0,2.1,14,1.2,30,300,1,7,50,1,0,2,0,0,0,0,1,0,0,1,0
24,21,35.65,8.03,0.7,942.58,0,0,0,2.1,14,1.2,20,200,8,15,0,1,0,4,0,0,37,0,0,0,0,0,0
22,20,35.65,8.04,1.1,888.55,0,0,0,2.1,22,1.5,13,350,6,4,10,2,0,3,0,0,0,0,0,0,0,0,0
23.5,21,35.46,8.05,0.3,854.77,0,0,0,2.1,22,1.5,16,1000,0,7,0,2,1,5,0,0,0,0,0,0,0,0,0
24,20,30.27,8.03,1.5,694.59,0,0,0,2,16,1.6,940,2001,9,55,4,0,0,0,0,0,22,0,0,3,0,2,0
24,21,34.28,8.07,1.1,633.63,0,0,0,2,16,1.6,2001,2001,23,8,0,0,0,6,0,0,0,0,0,0,0,0,0
24,21,35.01,8.07,4.6,135.72,0,0,0,2,16,1.6,1700,2001,260,110,3,0,4,9,0,0,0,0,3,0,0,0,0
24,21.5,35.25,8.03,1.7,127.01,0,0,0,2,16,1.6,2001,2001,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0
24,21.5,35.12,8.05,1,124.11,0,0,0,2,16,1.6,450,1400,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,17.5,31.99,7.95,0.7,75,6.03,5.5,5.5,7.5,16,1.2,304,2001,130,102,100,6,6,0,0,0,1,0,1,0,0,0,0
20.5,17.5,32.3,8.02,0.8,75,5.83,5.5,5.5,7.5,8,1.3,480,2001,80,72,16,3,6,0,0,0,0,0,0,0,0,0,0
20.5,17.5,31.95,8.03,7.1,75,5.7,5.5,5.5,7.5,8,1.3,1344,1920,520,310,17,0,14,0,0,0,17,0,0,0,0,0,0
20,19,34.38,8.04,5.7,75,5.59,5.5,5.5,7.5,8,1.3,512,2001,65,32,15,2,3,0,0,0,0,0,0,2,0,0,0
20,19,34.51,8.05,5.8,75,8.23,5.5,5.5,7.5,8,1.3,736,1100,60,40,35,1,0,0,0,0,0,0,0,2,0,0,0
21,19,28.34,7.96,0.6,0,1.5,5.5,5.5,7.5,4,0.3,80,460,390,138,130,6,11,0,0,0,0,0,0,0,3,0,0
20,19.5,35.74,8.03,0.6,0,1.5,5.5,5.5,7.5,4,0.3,2001,1360,15,6,1,1,1,0,0,0,0,0,0,0,0,0,0
19.5,20,35.36,8.03,0.7,0,1.5,5.5,5.5,7.5,4,0.3,248,540,55,19,16,15,3,0,0,0,0,0,0,0,0,0,0
20,20,35.41,8.02,0.5,0,1.5,5.5,5.5,7.5,2,0.2,880,1120,240,21,18,2,5,0,0,0,0,0,0,0,0,0,0
20,20,35.37,8.01,0.8,0,1.5,5.5,5.5,7.5,2,0.2,1120,1760,43,80,6,1,0,0,0,0,0,0,0,0,0,0,0
20.2,18,36.14,8.06,0.4,0,1.5,7,7,9,2,1.7,80,400,4,7,12,0,3,0,0,0,0,0,0,0,2,2,0
20.3,18,36.09,8.06,1,0,1.5,7,7,9,2,1.7,512,570,3,6,3,0,2,0,0,0,0,0,2,0,1,0,0
20.4,19,36.21,8.06,0.7,0,1.5,7,7,9,2,1.7,180,570,4,11,10,0,2,0,0,0,0,0,2,0,0,0,0
20.6,19,36.38,8.05,0.6,0,1.5,7,7,9,28,0.1,480,1680,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20.7,19,36.68,8.01,1.3,0,1.5,7,7,9,28,0.1,1520,2001,130,60,80,0,1,0,0,0,0,0,0,0,0,0,0
20,18,31.53,7.95,0.7,438.24,0,7,7,9,4,1.2,352,328,1300,15,0,0,6,0,0,0,0,0,3,0,1,3,0
20,19,37.5,7.97,0.6,465.08,0,7,7,9,4,1.2,320,430,60,8,18,0,4,0,0,0,0,0,3,0,1,0,0
20,19,32.32,7.95,0.7,494.6,0,7,7,9,8,0.7,260,736,520,17,10,0,1,0,0,0,0,30,2,0,0,0,0
20,19,36.98,7.98,0.6,524.13,0,7,7,9,8,0.7,760,360,200,2,45,0,0,0,0,0,0,0,0,0,0,0,0
20,19,36.78,7.99,1.1,550.96,0,7,7,9,8,0.7,890,560,100,1,60,0,0,0,0,0,0,0,0,0,0,0,0
24.5,18,24.31,7.96,0.6,968.36,0,7,7,7,20,2,72,160,75,38,45,2,6,0,0,0,1,0,0,0,0,3,0
24.5,21,35.03,8.02,0.4,974.12,0,7,7,7,20,2,216,288,63,18,100,1,6,2,0,1,0,0,0,0,0,0,0
23,21,26.42,8.03,0.8,979.89,0,7,7,7,16,0.8,168,610,90,43,58,32,7,3,0,3,0,0,0,0,1,0,0
23,20.5,36.55,8.1,1.2,397.49,0,7,7,7,16,0.8,504,720,20,3,260,5,3,0,0,0,0,0,0,0,0,0,0
23,20.3,36.79,8.06,0.5,991.43,0,7,7,7,16,0.8,320,835,8,2,150,40,1,30,0,0,0,0,0,0,0,0,0
24,20,22.05,7.93,0.6,857.81,0,7,7,7,20,1.9,1840,1520,45,80,5,5,4,0,0,1,6,0,0,2,3,0,0
25,22.5,35.29,8.04,0.9,833.31,0,7,7,7,20,1.9,1250,1040,5,6,8,0,2,10,0,0,20,0,2,0,1,0,0
26,24,35.72,8.12,0.7,784.3,0,7,7,7,20,1.9,680,688,180,64,70,0,3,15,0,0,0,0,2,0,0,0,0
28,24.5,35.99,8.08,0.5,661.77,0,7,7,7,16,1.5,2001,1050,1,0,6,0,7,12,1,0,0,0,0,0,0,0,0
28,24.5,36.12,8.09,0.4,637.27,0,7,7,7,16,1.5,830,688,5,5,4,0,0,8,0,0,0,0,0,0,0,0,0
25,19,29.75,8.01,1,264,0,1.5,7,7,6,0.9,60,800,560,28,15,10,4,7,0,0,1,0,0,0,0,2,0
25,19,26.95,8.08,0.4,264,0,1.5,7,7,6,0.9,20,160,11,5,4,5,2,9,1,2,0,0,0,0,0,0,0
25,19,36.59,8.09,0.5,264,0,1.5,7,7,6,0.9,80,480,13,1,33,110,2,9,1,2,0,0,0,0,0,3,0
25,19,36.94,8.07,0.4,264,0,1.5,7,7,2,0.3,50,720,16,38,10,0,2,5,3,0,0,0,0,0,0,0,0
25,19,37.19,8.09,0.5,264,0,1.5,7,7,2,0.3,180,960,17,9,28,2,0,14,2,0,0,0,0,0,0,0,0
22,20,36.3,8.06,0.7,0,0,1.5,7,7,4,2.5,240,1200,18,15,100,10,1,0,0,0,0,0,0,0,1,3,0
22,20,35.21,8.05,0.4,0,0,1.5,7,7,4,2.5,280,800,120,15,6,0,2,0,0,3,0,0,0,0,1,0,0
22,20,34.1,8.04,0.5,0,0,1.5,7,7,4,2.5,160,560,520,9,20,130,3,0,0,2,0,0,0,0,0,0,0
22,20,36.67,8.05,0.4,0,0,1.5,7,7,4,2.5,240,320,12,7,6,40,2,0,0,0,0,0,0,0,0,0,0
22,20,36.94,8.03,0.5,0,0,1.5,7,7,4,2.5,100,560,15,6,40,30,0,0,0,0,0,0,0,0,0,0,0
18,18,28.8,7.97,0.4,0,0,0,7,7,4,2.8,30,400,650,25,32,15,2,0,0,0,0,0,0,0,0,0,0
18,18,33.14,8.02,0.3,0,0,0,7,7,4,2.8,44,640,650,38,38,8,5,0,0,0,0,0,0,0,0,0,0
17,18,34.48,8.03,1.1,0,0,0,7,7,4,2.8,16,280,330,22,58,10,17,0,0,0,0,0,0,0,0,0,0
16,17,34.16,7.98,0.5,0,0,0,7,7,4,2.4,30,150,470,13,45,8,3,0,0,0,0,0,0,0,0,0,0
15,18,34.91,8.01,0.3,0,0,0,7,7,4,2.4,15,200,290,23,60,25,2,0,0,0,0,0,0,0,0,0,0
19,,,,,0,0,0,7,7,2,0.2,2001,2001,1560,35,6,1,5,0,0,0,2,0,3,0,0,4,0
19,19,34.76,8.02,1,338.11,0,0,7,7,2,0.5,2001,2001,2500,100,6,10,5,0,0,0,5,0,0,0,0,0,0
19,19,36.69,8.03,1.2,379.65,0,0,7,7,2,0.5,2001,2001,3500,1300,10,260,390,0,0,0,62,0,3,0,0,0,0
19,20,35.56,8.02,0.6,388.31,0,0,7,7,2,0.5,2001,2001,72,31,50,7,0,0,0,0,0,0,0,0,0,0,0
19,20,36.98,8.04,1,184.66,0,0,7,7,2,0.5,3,320,20,8,6,20,1,0,0,0,0,0,0,0,0,0,0
24,19,36.32,8.07,0.5,971.91,0,0,7,7,16,1.1,12,160,16,8,15,0,2,4,0,0,1,0,0,0,2,32,0
24,20,34.87,8.07,1,955.8,0,0,7,7,20,1.1,60,360,42,10,70,8,2,12,1,0,0,0,0,0,0,0,0
24,20,34.89,8.05,4.7,956.98,0,0,7,7,20,1.1,15,240,6,4,3,12,15,12,3,0,0,0,0,0,0,0,0
24,20,36.89,8.06,0.9,959.73,0,0,7,7,20,1.1,1040,2001,310,18,85,18,0,6,2,0,0,0,0,0,0,0,0
24,19,36.99,8.05,1.5,964.45,0,0,7,7,16,1.1,30,240,5,15,8,100,2,0,0,0,0,0,0,0,0,0,0
25,21,32.04,8.04,0.9,762.37,0,0,7,7,16,1.7,240,320,65,9,6,19,5,0,0,0,35,0,0,4,3,1,0
25,21,34.01,8.08,1.3,741.7,0,0,7,7,16,1.7,120,400,30,0,0,6,3,15,1,0,0,0,0,2,1,0,0
25,21,34.68,8.12,0.8,717.82,0,0,7,7,16,1.7,80,280,380,25,33,30,4,20,3,0,0,4,0,0,0,0,0
25,21,36.76,8.08,0.8,687.96,0,0,7,7,20,1,60,560,15,6,65,25,0,13,0,0,0,0,0,0,0,0,0
25,21,36.8,8.16,1.2,646.16,0,0,7,7,20,1,112,2001,12,26,45,7,0,10,2,0,0,0,0,0,0,0,0
26.5,19,33.97,8.02,0.8,204,0,0,1.5,7,20,0.8,30,1250,0,12,1,15,0,0,0,0,0,0,2,3,2,1,0
24,18,34.95,8.06,1,204,0,0,1.5,7,20,0.8,320,2001,134,30,60,23,0,4,3,0,0,0,0,0,2,1,0
23.5,19,25.32,8.05,1.3,204,0,0,1.5,7,20,0.8,960,2001,0,60,55,45,0,20,0,1,0,0,2,0,0,0,0
24.5,21,36.47,8.04,0.8,204,0,0,1.5,7,22,0.3,40,2001,20,92,16,15,0,19,5,1,0,0,2,0,0,0,0
23,21,36.3,8.08,0.8,204,0,0,1.5,7,22,0.3,160,2001,27,24,25,28,0,40,0,0,0,0,0,0,0,0,0
21.2,20,33.95,8.05,1.1,0,0,0,1.5,7,32,0.1,1600,2001,11,9,100,4,2,3,0,0,0,0,0,0,0,0,0
21.2,20,36.64,8.06,0.7,0,0,0,1.5,7,32,0.1,880,1230,160,43,130,15,0,5,0,0,0,0,0,0,0,0,0
21.2,19.5,33.64,8.04,1.5,0,0,0,1.5,7,32,0.1,2001,2001,1430,172,130,20,28,4,0,1,0,0,0,0,0,0,0
20,20,32.85,8.02,1.6,0,0,0,1.5,7,32,0.1,160,576,11,10,22,14,3,0,0,0,0,0,0,0,0,0,0
20,19.5,31.7,8.04,0.9,0,0,0,1.5,7,32,0.1,220,520,90,25,75,13,5,8,0,1,0,0,0,0,0,0,0
20,16,24.52,7.94,0.7,0,0,0,0,7,2,1.4,36,410,102,9,35,30,2,1,0,0,0,0,0,0,0,4,0
20,19,34.17,8.02,0.5,0,0,0,0,7,2,1.7,200,390,240,24,90,18,0,0,0,0,0,0,0,0,0,0,0
20,19,30.51,7.93,0.8,0,0,0,0,7,2,1.7,36,600,1170,60,53,10,10,0,0,0,0,0,0,0,0,0,0
20,19,36.66,8.05,0.7,0,0,0,0,7,2,1.7,76,288,25,13,100,12,1,0,0,0,0,0,0,0,0,0,0
20,18,36.74,8.03,0.6,0,0,0,0,7,2,1.7,120,375,56,15,3,12,0,0,0,0,0,0,0,0,0,0,0
20,18,23.9,7.98,1.1,90.46,0,0,0,7,6,1.3,560,1230,150,32,1,7,14,0,0,1,0,0,0,0,2,2,0
20,17.8,19.36,7.88,1.2,188.83,0,0,0,7,6,0.3,30,530,144,49,0,13,2,0,0,0,0,0,0,0,0,2,0
20,18,31.71,8.01,0.6,221.62,0,0,0,7,6,0.3,400,912,1350,52,43,14,10,0,0,0,50,0,0,0,0,0,0
19,19.5,35.61,7.99,0.7,254.41,0,0,0,7,6,0.3,2001,2001,30,5,180,20,0,0,0,0,0,0,0,0,0,0,0
19,19.7,35.49,8,0.7,537.93,0,0,0,7,6,0.3,60,160,10,16,3,12,1,0,0,0,0,0,0,0,0,0,0
22.5,19,30.41,8.04,1.1,934.33,0,0,0,7,18,0.7,60,480,19,6,80,18,0,0,0,0,20,0,1,3,1,1,0
23.5,20,34.95,8.07,0.7,932.8,0,0,0,7,18,0.7,15,224,39,16,18,25,6,2,0,0,13,0,1,0,0,1,0
23.5,21,26.64,8.06,0.9,931.74,0,0,0,7,18,0.7,120,416,468,30,40,11,2,31,1,2,0,13,0,0,0,0,0
24,21,35.14,8.05,0.5,930.31,0,0,0,7,16,1,62,336,3,12,130,7,0,28,4,0,0,0,0,0,0,0,0
23,21,35.31,8.06,0.8,1041.52,0,0,0,7,16,1,400,264,2,29,2,8,2,24,1,0,0,0,0,0,0,0,0
24.5,21,35.45,8.07,0.6,499.98,0,0,0,7,20,1.3,820,2001,2,0,52,1,4,0,0,0,31,0,0,3,0,3,0
24.5,21,36.84,8.11,1,464.39,0,0,0,7,20,1.3,450,2001,33,23,7,6,5,26,0,0,1,0,0,0,1,0,0
24.5,21.5,34.79,8.08,1.3,449.14,0,0,0,7,20,1.3,480,2001,480,104,100,18,10,48,2,0,0,0,0,0,0,0,0
24.5,22.5,34.87,8.04,0.8,431.34,0,0,0,7,20,1,1440,2001,9,21,130,20,0,48,0,0,0,0,0,0,0,0,0
24.5,22.5,34.7,8.03,1.2,375.42,0,0,0,7,20,1,240,1120,18,0,450,8,5,56,0,0,0,0,0,0,0,0,0
23,19,29.76,7.94,2.6,127,0,0,0,1.5,26,0.8,280,2000,260,60,110,26,12,3,0,0,3,0,0,2,0,3,0
23,20.5,19.71,7.96,4.3,127,0,0,0,1.5,26,0.8,284,960,25,5,146,8,5,8,0,0,0,0,0,0,0,0,0
23,20.5,33.59,8.07,5,127,0,0,0,1.5,26,0.8,100,720,80,20,152,13,3,3,0,1,0,0,0,0,0,0,0
23,21,34.73,8.11,4.9,127,0,0,0,1.5,26,0.9,360,2000,6,2,128,30,1,12,0,0,0,0,0,0,0,0,0
23,21,35.12,8.1,3,127,0,0,0,1.5,26,0.9,320,560,12,88,32,10,1,70,1,0,0,0,0,0,0,0,0
20.5,18.5,31.13,8.03,2.4,0,0,0,0,1.5,32,0.6,680,2000,60,53,244,42,1,0,0,0,0,0,0,0,0,0,0
20,18,32.11,8.03,3.8,0,0,0,0,1.5,32,0.6,2000,2001,180,40,64,16,13,0,0,0,0,0,0,0,0,0,0
20,18,22.91,8,2.2,0,0,0,0,1.5,32,0.6,180,310,50,10,52,45,4,3,0,0,0,0,0,0,0,0,0
19,18,35.35,8.04,3.6,0,0,0,0,1.5,32,0.8,580,320,50,40,106,10,1,0,0,0,0,0,0,0,0,0,0
19,18,34.1,8,2.3,0,0,0,0,1.5,32,0.8,25,800,20,5,21,8,7,0,0,0,0,0,0,0,0,0,0
24.5,19,35.51,8.04,1.3,0,0,0,0,0,32,0.4,20,1120,50,15,76,110,8,0,0,0,0,0,0,0,2,3,0
24.5,19,35.16,8.02,0.9,0,0,0,0,0,2,0.4,160,880,60,48,60,12,6,0,0,0,0,0,0,0,0,0,0
24.5,19,32.95,8.02,0.8,0,0,0,0,0,2,0.4,30,480,160,30,112,40,4,0,0,0,0,0,0,0,0,0,0
24.5,19,35.05,7.95,0.8,0,0,0,0,0,32,0.4,175,800,4,11,33,23,0,0,0,0,0,0,0,0,0,0,0
24.5,19,35.9,7.95,1.5,0,0,0,0,0,2,0.4,350,2000,36,29,1040,140,1,0,0,0,0,0,0,0,0,0,0
18,16,32.03,8.02,1.6,14.54,0,0,0,0,4,1.3,160,240,100,35,1430,25,0,0,0,0,0,0,0,0,4,4,0
18,18,33.09,8.03,1.3,41.86,0,0,0,0,4,1.3,120,800,150,42,1300,40,0,0,0,0,20,0,0,0,1,0,0
18,18,33.7,8.03,2.2,50.97,0,0,0,0,4,1.2,200,1600,60,18,88,36,0,0,0,0,10,0,0,0,0,0,0
18,18,29.61,8.01,0.7,65.54,0,0,0,0,4,1.2,150,1040,70,25,70,35,1,0,0,0,0,0,0,0,0,0,0
18,18,34.21,7.98,0.7,78.29,0,0,0,0,4,1.2,80,260,5,18,220,6,5,0,0,0,0,0,0,0,0,0,0
24,19,29.96,8.02,1,950.56,0,0,0,0,16,1.6,40,320,6,1,40,6,0,0,0,0,10,0,0,0,0,3,0
26,21,35.45,8.05,1.4,953.26,0,0,0,0,16,1.6,220,640,20,100,185,24,6,4,0,0,0,0,0,0,0,0,0
25.5,21,30.41,8.07,2.8,955.95,0,0,0,0,16,1.6,560,400,70,16,780,51,0,15,1,0,0,0,0,0,0,0,0
25.5,21,32.88,8.05,0.9,961.73,0,0,0,0,10,1.2,120,560,7,13,104,38,0,9,0,0,0,0,0,0,0,0,0
25.5,21,32.68,8.02,1.4,968.66,0,0,0,0,10,1.2,420,500,1300,1110,470,100,0,3,1,0,0,0,0,0,0,0,0
27,20,29.48,8.02,2,787.55,0,0,0,0,18,2,116,240,23,5,118,15,3,0,0,0,130,0,2,2,1,2,0
27.5,21,34.22,8.08,1.9,761.97,0,0,0,0,18,2,47,120,42,3,1,15,0,15,0,0,2,0,0,0,2,2,0
27.5,21,33.4,8.05,1.2,749.18,0,0,0,0,18,2,88,800,80,27,125,55,0,30,0,0,0,0,0,0,0,0,0
28,21,31.93,8.03,0.9,760.57,0,0,0,0,18,2,120,200,0,1,13,10,0,50,0,0,0,0,0,0,0,0,0
28,21,32.93,8.04,1,730.96,0,0,0,0,18,2,280,880,20,19,10,20,6,50,2,0,0,0,0,0,2,0,0
24,19,19.32,8,1.2,251,0,0,0,0,16,2,160,560,30,24,2,48,14,0,0,0,0,0,0,0,2,1,0
24,20,19.66,8.01,0.9,251,0,0,0,0,16,2,180,2001,12,5,38,65,3,10,0,0,3,0,0,0,0,2,0
24,20,34.26,8.06,2.7,251,0,0,0,0,16,2,240,1600,30,100,130,100,17,40,3,0,0,0,0,0,0,0,0
24,20,36.24,8.06,1.4,251,0,0,0,0,16,2,240,980,21,2,15,15,7,30,2,0,0,0,0,0,0,0,0
24,20,34.26,8.03,1.5,61.86,0,0,0,0,16,2,560,2000,23,46,12,13,3,50,5,0,0,0,0,0,0,0,0
22,19,30.97,8.07,0.7,0,0,0,0,0,32,1,280,640,62,26,1,10,12,0,0,0,0,0,0,0,1,0,0
