airTemp,waterTemp,salinity,pH,turbidity,sunRadiation,rainfall,rainfall24,rainfall48,rainfall72,windDirection,windStrength,UBB/37,UBB/22,EC,EN,PA,SA,CP,numBathers,numChildren,numDogs,numSeagull,numPigeons,beachUnclean,seaSurfaceUnclean,wellspring,coasalSorce,seaTurbidity
22,19,34.58,8.07,1.4,0,0,0,0,0,32,1,320,1120,250,75,60,28,6,0,0,0,0,0,0,0,1,0,0
22,19,30.58,8.08,1.3,0,0,0,0,0,32,1,800,1260,1040,650,100,100,110,0,0,0,0,0,0,0,0,0,0
22,19,34.28,8.06,1.4,0,0,0,0,0,32,1,800,1440,2,1,10,6,8,0,0,0,0,0,0,0,0,0,0
22,19,35.72,8.07,1.3,0,0,0,0,0,32,1,10,340,13,12,5,3,4,0,0,0,0,0,0,0,0,0,0
20.5,18.5,34.04,8.06,1.1,0,0,0,0,0,2,1.6,20,460,9,7,25,5,15,0,0,0,0,0,2,0,0,0,0
22,19,36.78,8.06,1.3,0,0,0,0,0,2,1.6,760,404,24,9,43,2,1,0,0,0,0,0,1,0,0,0,0
20,19,35.98,8.06,1.5,0,0,0,0,0,2,1.6,480,500,780,1300,180,70,150,0,0,0,0,0,0,0,0,0,0
21,19.5,36.81,8.04,0.7,0,0,0,0,0,2,1.3,10,120,1,1,2,2,8,0,0,0,0,0,0,0,0,0,0
20,20,36.91,8.05,0.8,0,0,0,0,0,2,1.3,160,1600,60,27,6,15,9,0,0,0,0,0,1,0,0,0,0
23.5,19,30.67,8.02,0.5,435.98,1.9,0,0,0,32,1.8,2000,2001,108,22,10,5,11,0,0,0,9,0,2,0,0,5,0
23.5,19,30.39,8,0.7,475.59,1.9,0,0,0,32,1.8,2000,1720,150,25,10,15,8,1,0,1,21,0,0,0,0,2,0
23.5,19.2,32.03,8.07,1.1,488.8,1.9,0,0,0,32,1.8,2000,2001,520,88,40,13,0,0,0,0,19,0,0,0,0,0,0
23.5,19.5,36.28,8,0.9,504.64,1.9,0,0,0,32,1.8,480,560,22,2,0,4,25,0,0,0,0,0,0,0,0,0,0
23.5,20,37.55,8.01,1.6,544.25,1.9,0,0,0,32,1.8,120,560,70,13,10,9,0,1,0,0,0,0,0,0,0,0,0
23,19,28.98,8.05,1.3,802.59,0,1.9,1.9,1.9,16,0.5,60,640,33,16,10,8,0,0,0,0,0,0,0,0,1,2,0
23,20,28.3,8.03,1.7,225,0,1.9,1.9,1.9,16,0.5,24,960,18,18,60,18,5,3,0,0,1,0,0,0,0,3,0
23,20,33.53,8.09,1.8,797.38,0,1.9,1.9,1.9,16,0.5,640,880,2200,200,260,100,250,10,2,0,4,0,0,0,0,0,0
23,20,34.22,8.05,2,796.34,0,1.9,1.9,1.9,20,0.3,20,800,2,16,28,3,14,0,0,0,0,0,0,0,1,0,0
23,20,35.59,8.07,1.3,792.18,0,1.9,1.9,1.9,20,0.3,800,1500,405,780,180,130,250,0,0,0,3,0,0,0,0,0,0
23,20,33.24,8.09,1.4,394.09,0.9,2.8,2.8,2.8,2,2.6,560,900,94,18,100,80,18,0,0,0,0,0,0,0,0,0,0
23,20,34.03,8.08,0.6,396.21,0.9,2.8,2.8,2.8,2,2.6,620,800,40,80,30,30,11,0,0,0,0,0,0,0,1,0,0
23,20,33.26,8.08,2,420.47,0.9,2.8,2.8,2.8,2,2.6,280,560,1270,160,130,120,29,0,0,0,0,0,0,0,0,0,0
23,20,32.25,8.06,1.6,419.59,0.9,2.8,2.8,2.8,2,2.6,144,1200,9,15,5,20,6,2,0,0,0,0,0,0,0,0,0
23,20,34.53,8.07,1.4,416.96,0.9,2.8,2.8,2.8,2,2.6,96,1080,80,180,160,10,0,0,0,0,0,0,0,0,0,0,0
24.5,18,27.73,8.02,0.5,119,0.1,2.9,2.9,2.9,2,0.7,70,800,10,0,23,9,2,0,0,0,0,0,2,0,1,1,0
25,20,34.6,8.03,10,119,0.1,2.9,2.9,2.9,2,0.7,128,544,1,2,42,8,3,0,0,0,4,0,1,0,0,0,0
24.5,20,37.38,8.06,1.1,119,0.1,2.9,2.9,2.9,2,0.7,264,1120,300,130,110,0,15,0,0,1,0,4,1,0,0,0,0
25,19.5,37.16,8.04,1.1,119,0.1,2.9,2.9,2.9,32,1.9,44,240,5,30,10,30,0,0,0,0,0,0,0,0,0,0,1
23,20,37.4,8.07,0.5,119,0.1,2.9,2.9,2.9,32,1.9,2001,2001,130,420,25,0,24,0,0,0,0,0,0,0,0,0,1
23.5,18,25.9,7.96,0.8,0,0,2.9,2.9,2.9,32,0.8,785,2001,130,100,390,0,4,0,0,0,1,0,0,0,1,3,0
23.5,20,37.41,8.01,0.7,0,0,2.9,2.9,2.9,32,0.9,613,1200,16,60,210,20,0,0,0,0,0,0,0,0,0,0,0
23.5,20,37.26,8.04,0.7,0,0,2.9,2.9,2.9,32,0.9,2001,2001,650,390,200,8,0,0,0,0,0,0,0,0,0,0,0
23.5,19,37.07,8,0.7,0,0,2.9,2.9,2.9,32,0.9,656,700,7,10,10,10,0,4,0,0,0,0,0,0,0,0,0
23.5,19,37.07,8,0.8,0,0,2.9,2.9,2.9,32,0.9,20,512,260,100,80,20,6,0,0,0,0,0,0,0,0,0,0
21.5,17,37.07,8,0.6,0,0,2.9,2.9,2.9,4,0.3,50,368,260,10,230,17,36,0,0,0,0,0,0,0,0,3,0
21.5,19,37.25,8.06,0.7,0,0,2.9,2.9,2.9,4,0.3,106,376,200,60,15,10,6,0,0,0,0,0,0,0,0,0,0
21.5,19,32.94,8.03,1,0,0,2.9,2.9,2.9,4,0.6,144,560,390,180,260,15,17,0,0,0,0,0,0,0,0,0,0
21.5,19,37.28,8.05,0.8,0,0,2.9,2.9,2.9,4,0.6,140,240,52,40,150,20,0,0,0,0,0,0,0,0,0,0,0
21.5,19,37.19,8.04,1.1,0,0,2.9,2.9,2.9,4,0.6,417,2001,390,400,180,25,24,0,0,0,0,0,0,0,0,0,0
20.5,18,13.19,8.1,0.9,469.58,0,2.9,2.9,2.9,4,0.2,1300,2001,1300,260,58,10,56,0,0,0,1,0,0,0,1,3,0
20,18,23.33,7.96,0.9,512.39,0,2.9,2.9,2.9,8,1,100,2001,650,390,90,15,10,0,0,0,0,0,0,0,0,2,0
20,18,29.49,8.01,0.7,526.66,0,2.9,2.9,2.9,8,1,672,2001,260,130,110,5,42,0,0,0,10,0,0,0,1,0,0
20,19,34.15,8.03,0.8,540.93,0,2.9,2.9,2.9,8,1,132,1040,390,70,80,15,18,0,0,0,0,0,0,0,0,2,0
20,19,35.65,8.06,1.2,611.41,0,2.9,2.9,2.9,8,1,80,823,100,80,55,18,18,0,0,0,0,0,0,0,1,1,0
23.5,18,24.1,8.01,1.1,995.46,0,1,2.9,2.9,18,1.8,60,1650,130,30,160,12,3,0,0,0,5,0,2,0,1,1,0
22,19,32.08,8.04,1.1,984.66,0,1,2.9,2.9,18,1.8,204,400,280,70,65,10,6,1,0,0,0,0,0,0,2,1,0
23,19,17.56,8.04,1.1,979.81,0,1,2.9,2.9,18,1.8,172,1680,70,55,47,40,15,0,0,0,0,0,0,0,0,0,0
23.5,21,27.07,8.02,0.6,973.33,0,1,2.9,2.9,16,2.5,80,1120,20,60,50,30,4,18,1,0,0,0,0,0,0,0,0
24,21,29.77,8.01,1,994.74,0,1,2.9,2.9,16,2.5,544,1680,30,80,8,20,34,10,0,0,0,0,0,0,0,0,0
25,21,33.31,8.06,0.5,741.86,0,0.4,2.9,2.9,16,2.9,2001,2001,1300,390,50,10,32,2,0,0,0,0,0,0,0,0,0
25,21,32.97,8.06,1.4,811.26,0,0.4,2.9,2.9,16,2.9,600,1280,280,260,180,0,30,15,0,1,0,0,0,0,0,0,0
25,19.5,25.33,8.03,4.2,780.05,0,0.4,2.9,2.9,16,2.9,890,2001,130,180,130,0,23,19,0,0,0,0,0,0,0,0,0
25,21.5,32.7,8.06,2.3,748.84,0,0.4,2.9,2.9,16,2.8,400,1480,7,28,100,13,6,80,0,0,0,0,0,0,0,0,0
25,21.5,32.7,8.06,2.6,673.94,0,0.4,2.9,2.9,16,2.8,50,2001,130,130,67,5,48,90,0,0,0,0,0,0,0,0,0
24.5,19,25.19,7.85,0.9,237,0,0.1,2.9,2.9,14,2.1,50,600,110,41,130,4,28,3,0,0,0,0,0,2,0,3,0
24.5,21,33.47,7.93,2.4,237,0,0.1,2.9,2.9,14,2.1,150,2001,110,100,0,30,67,1,0,0,0,0,0,0,0,0,0
24.5,21,27.73,7.93,2.7,237,0,0.1,2.9,2.9,14,2.1,100,1600,100,54,7,25,31,13,1,0,0,0,0,0,0,0,0
24.5,21,32.98,7.96,2,237,0,0.1,2.9,2.9,14,2.1,20,2001,4,6,60,13,21,10,0,0,0,0,0,0,0,0,0
24.5,21,33.83,8,4.1,237,0,0.1,2.9,2.9,14,2.1,110,120,750,260,20,13,1,25,2,0,0,0,0,0,0,0,0
19.5,19,19.85,7.93,3.2,0,1.78,0,2.9,2.9,28,0.2,40,180,560,200,11,8,2,0,0,0,0,0,0,0,0,0,0
19,18.5,33.01,7.97,1.8,0,1.75,0,2.9,2.9,28,0.2,70,100,390,130,2,15,0,0,0,0,0,0,0,0,0,0,0
19,18.5,33.14,8.01,1,0,1.73,0,2.9,2.9,28,0.2,120,2000,390,130,15,10,1,0,0,2,0,0,0,0,0,0,0
18.5,19,33.18,7.97,6.4,0,1.72,0,2.9,2.9,28,0.2,40,60,130,48,18,40,2,0,0,0,0,0,0,0,0,0,0
18.5,19,28.91,7.71,5.1,0,1.33,0,2.9,2.9,28,0.2,50,1,28,17,43,15,12,0,0,0,0,0,0,0,0,0,0
18,19,35.79,7.99,2.9,0,15.49,13,15.9,15.9,2,1.3,60,20,35,11,55,8,0,0,0,0,0,0,0,0,2,2,0
18,20,36.11,7.99,1.2,0,14.57,13,15.9,15.9,2,1.3,10,8,45,20,70,2,4,0,0,0,0,0,0,0,0,0,0
18,20,35.89,8,0.8,0,14.26,13,15.9,15.9,2,1.3,50,10,130,20,30,16,25,0,0,0,0,0,0,0,0,0,0
18,20,35.8,8,2.1,0,13.88,13,15.9,15.9,6,1.1,10,40,35,11,55,28,10,0,0,0,0,0,0,0,0,0,0
18,20,35.72,8,2,0,12.96,13,15.9,15.9,6,1.1,90,320,780,200,5,48,20,0,0,0,0,0,0,0,0,0,0
19,19,29.61,7.97,1.3,11.16,0.05,13.2,16.1,16.1,4,0.3,150,300,680,130,50,57,27,0,0,0,0,0,0,0,2,0,0
19,19,33.45,7.95,0.7,18.91,0.075,13.2,16.1,16.1,6,0.7,130,2001,1300,900,130,68,10,0,0,0,0,0,0,0,1,0,0
19,19,32.48,7.97,0.9,21.5,0.083333333,13.2,16.1,16.1,6,0.7,370,600,650,130,10,55,18,0,0,2,40,19,0,0,0,0,0
19,19,36.02,7.99,0.6,24.08,0.091666667,13.2,16.1,16.1,6,0.7,10,20,7,3,10,6,7,0,0,0,0,0,0,0,0,0,0
19,19,35.5,7.98,0.6,57,0,13.2,16.1,16.1,6,0.7,280,200,520,150,11,18,15,0,0,0,0,0,0,0,0,0,0
21,19,30.77,7.99,0.7,411,6.78,16.4,17.4,19.3,16,1.4,340,240,520,400,650,5,30,0,0,0,4,0,0,0,0,3,0
21,21,28.62,7.98,1.1,108.81,3.49,16.4,17.4,19.3,16,1.4,120,280,1300,650,650,80,4,0,0,0,20,0,0,0,0,1,0
21,21,30.7,7.97,1.4,133.88,3.28,16.4,17.4,19.3,16,1.4,160,160,390,180,100,20,2,0,0,0,0,0,0,0,0,0,0
21,21,34.54,7.98,1.2,125.78,2.87,16.4,17.4,19.3,12,0.3,100,120,390,120,100,25,5,0,0,0,0,0,0,0,0,0,0
21,21,35.1,8.02,2.6,122.83,1.87,16.4,17.4,19.3,12,0.3,20,1000,70,250,8,0,3,0,0,0,0,0,0,0,0,0,0
26.5,21.5,28.07,8.02,1,116.2,6.1,20.5,20.9,23.4,16,3.1,30,100,100,51,35,3,7,0,0,0,0,0,0,0,3,0,0
27,23,35.39,8.07,0.7,70.47,5.23,20.5,20.9,23.4,16,3.1,80,170,260,130,50,80,2,0,0,2,4,0,1,0,2,0,0
26,23,33.93,8.06,2.7,17.71,5.02,20.5,20.9,23.4,16,3.1,110,320,80,130,20,34,4,0,0,0,7,0,0,0,0,0,0
25,24,35.45,8.06,2.6,17.82,4.58,20.5,20.9,23.4,16,3.3,100,80,130,50,20,11,3,0,0,0,0,0,0,0,0,0,0
25,24,35.2,8.03,0.9,18.02,3.72,20.5,20.9,23.4,16,3.3,13,60,20,35,30,1,38,0,0,0,0,0,0,0,0,0,0
23,19,34.87,8.05,5.8,213,0,20.5,20.6,23.4,20,0.8,52,640,80,32,20,20,25,9,0,0,2,0,0,0,0,0,0
23,20,34.58,8.07,3.9,213,0,20.5,20.6,23.4,20,1.7,104,144,40,280,16,0,24,2,0,0,1,0,0,0,0,0,0
23,20,34.94,8.07,4,213,0,20.5,20.6,23.4,20,1.7,432,520,15,260,30,0,112,12,0,0,0,0,0,0,0,0,0
23,20,34.62,8.06,9,213,0,20.5,20.6,23.4,20,1.7,64,53,10,21,34,10,8,7,0,0,0,0,0,0,0,0,0
23,20,34.75,8.02,18.1,213,0,20.5,20.6,23.4,20,1.7,150,40,35,50,30,2,6,4,0,0,0,0,0,0,0,0,0
22,20,34.77,7.9,5.3,0,0,20.5,20.5,23.4,6,0.3,180,156,18,150,5,0,11,0,0,0,0,0,0,0,0,0,0
22,20,35.13,8.05,8,0,0,20.5,20.5,23.4,6,0.3,60,80,50,38,10,7,19,0,0,0,0,0,0,0,0,0,0
22,20,34.67,8,8.5,0,0,20.5,20.5,23.4,6,0.3,528,400,200,100,25,4,24,0,0,0,0,0,0,2,0,0,0
22,20,35.91,8.01,12.2,0,0,20.5,20.5,23.4,6,0.3,89,48,3,10,3,0,2,0,0,0,0,0,0,0,0,0,0
22,20,35.98,8,3.8,0,0,20.5,20.5,23.4,6,0.3,20,36,5,35,35,1,7,0,0,0,0,0,0,0,0,0,0
20.5,19,30.15,7.99,1,0,0,11.5,20.5,23.4,16,2.5,28,200,10,5,20,4,5,0,0,0,0,0,0,0,0,0,0
20,20,34.89,8.07,0.85,0,0,11.5,20.5,23.4,16,2.2,72,120,70,10,10,3,127,0,0,0,0,0,0,0,0,0,0
20,20,33.26,8.05,15.8,0,0,11.5,20.5,23.4,16,2.2,264,116,60,35,20,2,26,0,0,0,0,0,0,0,0,0,0
20,20,32.94,8.02,3.6,0,0,11.5,20.5,23.4,16,2.2,128,160,30,130,50,6,59,0,0,0,0,0,0,0,0,0,0
20,19,35.08,8.02,1.9,0,0,11.5,20.5,23.4,16,2.2,248,424,130,80,20,6,14,0,0,0,0,0,0,0,0,0,0
20,20.5,29.32,7.94,1.7,133.88,2.6,9.2,22.4,25.3,12,0.3,127,736,35,25,25,5,5,0,0,0,0,0,0,0,0,2,0
20,20.5,36.5,7.99,1,125.78,3.06,9.2,22.4,25.3,16,0.9,140,344,45,33,15,1,10,0,0,0,0,0,1,0,0,0,0
20,20.5,36.16,8.01,1.9,122.83,3.23,9.2,22.4,25.3,16,0.9,55,216,60,15,10,15,4,0,0,1,47,0,3,0,0,0,0
20,20.5,35.61,7.97,2.5,116.2,3.6,9.2,22.4,25.3,16,0.9,20,132,60,40,20,5,5,0,0,0,0,0,1,0,0,0,0
20,20.5,35.76,7.97,1.7,70.47,6.34,9.2,22.4,25.3,16,0.9,30,400,55,22,20,10,2,0,0,0,0,0,0,0,0,0,0
21,22.5,30.4,7.86,0.5,0,1.44,2,2,2,6,0.7,100,140,5,7,10,1,1,0,0,0,0,0,0,0,0,1,0
22.5,24,36.53,7.94,0.3,0,1.2,2,2,2,6,0.7,240,184,13,18,22,6,4,0,0,0,0,0,0,0,0,0,0
22,24,36.91,7.94,1.3,0,1.01,2,2,2,4,1.1,32,200,12,1,5,5,5,2,0,0,0,0,0,0,0,0,0
20,23,36.84,7.95,0.8,0,0,2,2,2,4,1.1,800,900,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0
20,23,36.57,7.91,0.3,0,0,2,2,2,4,1.1,66,170,60,20,8,3,1,2,0,0,0,0,0,0,0,0,0
20.8,20.5,27.2,7.92,1,378.48,0,2,2,2,8,2.8,410,100,4,0,10,0,0,0,0,0,3,0,1,0,1,1,0
21.2,23,36.37,7.95,0.4,453.16,0,2,2,2,8,2.8,210,320,11,5,10,5,6,0,0,0,0,0,0,0,0,0,0
21.2,23,36.28,7.97,1.5,468.93,0,2,2,2,8,2.8,60,220,0,2,3,2,1,0,0,0,0,20,0,0,0,0,0
20.5,23,36.88,7.99,0.3,487.33,0,2,2,2,8,2.6,160,160,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0
20.5,23,36.96,7.99,0.2,529.39,0,2,2,2,8,2.6,80,100,230,260,25,4,3,0,0,0,3,0,1,0,0,0,0
28,20,26.33,7.99,0.4,985.45,0,2,2,2,8,2.7,40,120,6,2,5,6,0,0,0,0,70,0,0,0,0,0,0
28,22,35.8,8.05,0.6,981.46,0,2,2,2,8,2.7,240,300,20,8,4,8,8,0,0,0,5,0,0,0,0,0,0
28,22,32.16,8.03,1.9,979.47,0,2,2,2,8,2.7,64,120,10,15,15,15,13,20,0,0,0,0,0,0,0,0,0
28,23,37.03,7.96,0.8,977.48,0,2,2,2,8,2.7,240,200,2,5,1,2,0,11,5,0,0,0,0,0,0,0,0
28,24,37.13,8,0.5,975.48,0,2,2,2,8,2.7,36,160,18,260,6,0,1,32,8,0,0,0,0,0,0,0,0
28.5,23,25.8,8.01,0.9,790.69,0,2,2,2,22,2,60,80,70,1,4,8,0,0,0,0,68,0,0,2,0,3,0
28.5,24.5,35.24,8.08,0.5,766.46,0,2,2,2,22,2,130,180,13,4,20,15,0,10,0,0,0,0,0,0,0,1,0
28.5,24.5,35.78,8.09,0.6,736.89,0,2,2,2,22,2,320,480,12,60,20,8,0,23,1,0,0,0,0,0,0,0,0
28.5,25,35.18,8.09,0.4,716.2,0,2,2,2,16,1.9,400,280,2,3,25,60,0,32,0,0,0,0,0,0,0,0,0
28.5,25,36.47,8.12,0.5,662.97,0,2,2,2,16,1.9,50,1280,10,18,3,4,2,59,3,0,0,0,0,0,0,0,0
28,24,35.12,7.95,1.1,310,0,2,2,2,8,1.9,120,880,55,9,3,30,5,15,0,0,6,0,0,3,2,0,0
28,25,35.69,7.94,3,310,0,2,2,2,8,1.9,1120,1300,28,52,0,10,1,25,0,0,0,3,0,0,1,0,0
28,25,35.72,7.98,1.2,310,0,2,2,2,8,1.9,480,610,260,160,0,260,130,250,10,0,0,0,0,0,0,0,0
29,26,36.7,7.96,2.2,310,0,2,2,2,8,1.5,2001,2001,10,12,0,8,0,300,15,0,0,0,0,0,0,0,0
29,25,36.82,8.01,1.1,310,0,2,2,2,8,1.5,200,120,90,120,6,6,10,350,20,0,0,0,0,0,0,0,0
25,19,23.7,7.94,0.9,0,0,2,2,2,32,2.6,400,450,9,3,0,25,4,0,0,0,0,0,0,0,0,0,0
23,23,36.53,7.95,1.6,0,0,2,2,2,32,2.6,800,720,60,50,17,10,3,0,0,0,0,0,0,0,0,0,0
22,23,36.23,7.94,6.3,0,0,2,2,2,32,2.6,320,160,55,28,35,30,25,0,0,0,0,0,0,0,0,0,0
21,23,36.84,7.96,0.9,0,0,2,2,2,32,0.6,240,400,6,3,4,13,1,0,0,0,0,0,0,0,0,0,0
22,24,36.69,7.97,1.4,0,0,2,2,2,32,0.6,160,180,50,36,25,7,7,3,0,0,0,0,1,0,0,0,0
20,20,26.19,7.99,1.2,0,0,0,2,2,2,1.1,80,160,150,11,4,5,1,0,0,0,0,0,0,0,0,1,0
20,22,35.73,8,1.4,0,0,0,2,2,2,1.1,240,260,5,5,1,9,1,0,0,0,0,0,0,0,0,0,0
21,23,36.68,7.99,3.2,0,0,0,2,2,32,0.5,320,400,26,2,2,12,11,0,0,0,0,0,0,0,0,0,0
20,23,36.44,7.97,1.2,0,0,0,2,2,32,0.5,160,450,0,3,15,1,0,0,0,0,0,0,1,0,0,0,0
21,23,36.57,8,1,0,0,0,2,2,32,0.5,80,200,75,33,5,10,16,0,0,0,0,0,1,0,0,0,0
22.1,18.4,26.19,7.99,1.2,382.51,0,0,2,2,2,1.9,120,160,60,26,8,2,6,0,0,1,0,0,1,0,1,1,0
21,21.3,35.73,8,3,446.84,0,0,2,2,2,1.9,180,180,12,50,30,4,8,0,0,0,0,0,0,0,0,0,0
21,23,36.68,7.99,0.9,467.8,0,0,2,2,2,1.9,200,320,10,6,100,100,15,0,0,2,30,0,0,0,0,0,0
20.2,22.9,36.44,7.97,1.1,480.9,0,0,2,2,6,2.2,120,160,1,8,12,2,3,0,0,0,0,0,0,0,0,0,0
20.2,22.8,36.57,8,0.8,520.19,0,0,2,2,6,2.2,100,160,3,45,6,4,6,1,0,0,0,0,0,0,0,0,0
28,22,34.2,8,1.2,1337.03,0,0,2,2,20,2,240,180,45,40,1,22,5,5,0,0,5,0,0,0,0,0,0
28,23,35.68,8.07,1.9,1193.26,0,0,2,2,18,2,320,480,80,10,1,15,6,7,0,0,0,0,0,0,0,0,0
28,24,36.84,8.07,1.5,1097.41,0,0,2,2,18,2,480,480,7,25,1,40,35,46,13,0,0,0,0,0,0,0,0
29,24.4,36.86,8.07,1,1049.49,0,0,2,2,18,2,334,400,1,10,0,10,2,32,8,0,0,0,0,0,0,0,0
29,24,36.77,8.05,1.6,457.77,0,0,2,2,18,2,30,40,1,25,30,5,1,54,17,0,0,0,0,0,0,0,0
33,23,35.7,8.08,1.3,858,0,0,2,2,20,2.1,26,50,6,3,8,30,0,8,0,0,40,0,0,3,1,0,0
33,22,36.87,8.1,1.2,858,0,0,2,2,20,2.1,240,320,4,12,3,10,2,25,0,0,0,0,0,0,1,0,0
33,22,35.53,8.11,1.2,858,0,0,2,2,20,2.1,88,250,5,6,15,100,1,50,7,0,0,0,0,0,0,0,0
33,23,36.93,8.09,1.4,858,0,0,2,2,20,2.1,120,160,0,0,20,2,0,100,0,0,0,0,0,2,0,0,0
33,23,36.92,8.12,1.2,887.47,0,0,2,2,20,2.1,72,480,100,150,150,6,10,60,3,0,0,0,0,0,0,0,0
25.5,22.5,27.51,7.99,0.7,0,0,0,2,2,22,1.2,1800,1200,23,16,130,5,1,10,0,1,0,0,0,0,0,3,0
25.5,24,36.84,7.98,0.9,0,0,0,2,2,22,1.2,2001,2001,70,26,10,15,20,22,0,0,0,0,0,0,0,0,0
