AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,ecoli
21.3,0.11,-77,19.7,15.7,168,124,47,216,172,310,29.2,70.4,0,974.4,172,0.9,69,3
26.4,0.11,-112,0,14.8,172,702,550,722,658,817,30.7,48.8,0,975.8,214,1.7,38,40
26.4,0.11,-112,0,14.8,172,701,549,722,657,816,30.7,48.9,0,976.2,213,1.7,38,18
26.4,0.11,-112,0,14.8,172,701,549,722,657,816,30.7,48.9,0,976.2,213,1.7,38,100
27.8,0.11,-131,0,14.9,156,773,674,830,790,839,30.2,45.2,0,974.9,220,2,29,1
27.8,0.11,-131,0,14.9,156,773,674,830,790,839,30.2,45.2,0,974.9,220,2,29,6
30.2,0.11,135,0,16.7,151,790,696,847,811,845,27.3,44.2,0,975.1,224,2.7,28,10
30,0.11,115,0,16,145,764,611,756,698,843,27.3,42.8,0,975.4,222,2.8,37,65
30,0.11,115,0,16,145,764,611,756,698,843,27.3,42.8,0,975.4,222,2.8,37,80
30.2,0.11,135,0,16.6,150,792,698,848,812,847,27.3,43.9,0,974.3,224,2.6,28,2
30.2,0.11,135,0,16.6,150,792,698,848,812,847,27.3,43.9,0,974.3,224,2.6,28,60
27.9,0.11,79,0,16.1,94,538,206,300,171,636,27.2,48.9,0,974.9,215,2.3,68,130
27.9,0.11,79,0,16.2,94,536,206,300,171,635,27.2,48.8,0,975.3,214,2.3,68,100
27.9,0.11,79,0,16.2,94,536,206,300,171,635,27.2,48.8,0,975.3,214,2.3,68,130
26.6,0.11,69,0,17,61,347,77,137,45,269,27.1,55.4,0,974.2,211,1.8,78,5
26.6,0.11,69,0,17,61,347,77,137,45,269,27.1,55.4,0,974.2,211,1.8,78,5
22.5,0.11,36,0,17.6,0,0,0,0,0,0,27.3,73.9,0,975.9,195,1.5,103,85
22.6,0.11,36,0,17.6,0,0,0,0,0,0,27.4,73.7,0,976.4,193,1.5,103,130
22.6,0.11,36,0,17.6,0,0,0,0,0,0,27.4,73.7,0,976.4,193,1.5,103,260
21.4,0.11,23,0,17.6,0,0,0,0,0,0,27.4,79.3,0,975.3,196,1.7,108,7
21.4,0.11,23,0,17.6,0,0,0,0,0,0,27.4,79.3,0,975.3,196,1.7,108,10
20,0.11,-20,0,17.3,0,0,0,0,0,0,28.6,84.2,0,976,192,2.1,109,18
20.1,0.11,-20,0,17.3,0,0,0,0,0,0,28.7,83.9,0,976.5,191,2.1,109,350
20.1,0.11,-20,0,17.3,0,0,0,0,0,0,28.7,83.9,0,976.5,191,2.1,109,100
19.8,0.11,-21,0,17.2,0,0,0,0,0,0,28.5,84.9,0,975.2,195,2.1,109,3
19.8,0.11,-21,0,17.2,0,0,0,0,0,0,28.5,84.9,0,975.2,195,2.1,109,60
21.1,0.11,-67,32,16.4,77,4,1,78,70,80,27.7,74.6,0,976,185,1.3,80,100
21.2,0.11,-67,32.6,16.5,76,4,1,77,69,80,27.7,74.5,0,976.5,183,1.3,80,80
22.5,0.11,-77,15.8,17,160,167,62,222,168,347,27.9,71.1,0,976.8,184,1.1,70,100
22.4,0.11,-77,13,17,147,226,86,233,167,394,27.8,71.5,0,975.5,188,1.1,69,1
22.4,0.11,-77,13,17,147,226,86,233,167,394,27.8,71.5,0,975.5,188,1.1,69,30
27.6,0.11,-112,0,17.6,191,670,525,715,650,804,27.9,54.5,0,976.7,217,1.9,38,18
27.6,0.11,-112,0,17.7,192,667,523,714,649,803,27.9,54.6,0,977.1,216,1.9,38,5
27.6,0.11,-112,0,17.7,192,667,523,714,649,803,27.9,54.6,0,977.1,216,1.9,38,350
29,0.11,-131,2.7,17.7,208,688,598,806,760,808,27.9,50.4,0,975.8,221,2.2,29,5
29,0.11,-131,2.7,17.7,208,688,598,806,760,808,27.9,50.4,0,975.8,221,2.2,29,5
31.5,0.11,136,0,18.2,207,700,617,824,780,813,27.6,45,0,975.8,226,3.1,28,32
31.5,0.11,136,0,18.2,208,699,616,823,780,812,27.6,45.2,0,976.2,226,3.1,28,3
31.5,0.11,136,0,18.2,208,699,616,823,780,812,27.6,45.2,0,976.2,226,3.1,28,60
31.6,0.11,135,0,18.1,206,703,619,825,781,814,27.6,44.7,0,975,226,3.1,28,0
31.6,0.11,135,0,18.1,206,703,619,825,781,814,27.6,44.7,0,975,226,3.1,28,28
29.1,0.11,79,1.3,18.5,125,390,151,276,176,533,25.6,52.9,0,975.6,215,2.6,68,24
29.1,0.11,79,1.1,18.5,124,394,152,277,176,536,25.7,53,0,976,214,2.6,68,20
29.1,0.11,79,1.1,18.5,124,394,152,277,176,536,25.7,53,0,976,214,2.6,68,390
27.8,0.11,69,0,19,70,242,54,124,56,224,24.9,58.7,0,974.8,208,2.2,78,8
27.8,0.11,69,0,19,70,242,54,124,56,224,24.9,58.7,0,974.8,208,2.2,78,240
23.5,0.11,36,0,18.9,0,0,0,0,0,0,24.3,75.4,0,976.3,197,1.5,103,13
23.5,0.11,36,0,18.9,0,0,0,0,0,0,24.4,75.2,0,976.8,195,1.5,103,25
23.5,0.11,36,0,18.9,0,0,0,0,0,0,24.4,75.2,0,976.8,195,1.5,103,1300
22.3,0.11,23,0,18.8,0,0,0,0,0,0,24.5,80.6,0,975.5,196,1.5,108,6
22.3,0.11,23,0,18.8,0,0,0,0,0,0,24.5,80.6,0,975.5,196,1.5,108,80
20.6,0.11,-20,0,18.5,0,0,0,0,0,0,26.2,87.9,0,975.5,189,1.6,109,130
20.6,0.11,-20,0,18.5,0,0,0,0,0,0,26.3,87.7,0,975.9,188,1.6,109,84
20.6,0.11,-20,0,18.5,0,0,0,0,0,0,26.3,87.7,0,975.9,188,1.6,109,1300
20.3,0.11,-34,0,18,0,0,0,0,0,0,25.7,86.6,0,974.6,187,1.6,104,4
20.3,0.11,-34,0,18,0,0,0,0,0,0,25.7,86.6,0,974.6,187,1.6,104,55
22.2,0.11,-67,30.5,18.5,68,0,0,68,62,69,24.3,79.2,0,975.4,180,1.4,80,18
23.6,0.11,-77,7.3,19.1,143,223,82,225,159,384,23.8,76,0,976,183,1.4,70,40
23.6,0.11,-77,7.3,19.1,143,223,82,225,159,384,23.8,76,0,976,183,1.4,70,650
23.5,0.11,-77,4.6,19.1,129,282,105,235,157,429,23.7,76.1,0,974.7,187,1.4,70,28
23.5,0.11,-77,4.6,19.1,129,282,105,235,157,429,23.7,76.1,0,974.7,187,1.4,70,38
30.4,0.11,-131,0,18,183,738,642,825,780,829,23.3,47.7,0,975.6,230,2.1,30,10
30.3,0.11,-131,0,18.1,184,737,640,824,780,828,23.3,47.9,0,976,230,2.1,30,25
30.3,0.11,-131,0,18.1,184,737,640,824,780,828,23.3,47.9,0,976,230,2.1,30,260
29,0.11,-112,0,18.2,207,645,505,712,647,797,23.1,52.2,0,974.9,226,2,38,8
29,0.11,-112,0,18.2,207,645,505,712,647,797,23.1,52.2,0,974.9,226,2,38,60
32.7,0.11,136,0,17.5,176,754,664,840,800,833,23.6,40.5,0,974.8,227,1.8,28,7
32.7,0.11,136,0,17.6,176,753,663,840,800,832,23.6,40.6,0,975.3,227,1.9,28,18
32.7,0.11,136,0,17.6,176,753,663,840,800,832,23.6,40.6,0,975.3,227,1.9,28,66
32.7,0.11,136,0,17.5,175,757,666,841,801,834,23.7,40.2,0,974,228,1.8,28,4
32.7,0.11,136,0,17.5,175,757,666,841,801,834,23.7,40.2,0,974,228,1.8,28,30
30.7,0.11,79,6.2,16.9,147,309,118,266,181,479,22.5,43.7,0,974.5,240,1.7,68,18
30.7,0.11,79,5.5,16.9,144,321,123,267,180,488,22.4,43.6,0,975,240,1.7,68,52
30.7,0.11,79,5.5,16.9,144,321,123,267,180,488,22.4,43.6,0,975,240,1.7,68,390
29.2,0.11,69,4.6,18.2,77,179,44,120,65,210,22.2,51.3,0,973.8,249,1.3,78,15
29.2,0.11,69,4.6,18.2,77,179,44,120,65,210,22.2,51.3,0,973.8,249,1.3,78,70
25.3,0.11,36,0,18.4,0,0,0,0,0,0,21.3,65.8,0,975.4,318,1.8,103,25
25.3,0.11,36,0,18.4,0,0,0,0,0,0,21.1,65.6,0,975.8,319,1.8,103,150
25.3,0.11,36,0,18.4,0,0,0,0,0,0,21.1,65.6,0,975.8,319,1.8,103,260
25.2,0.11,36,0,18.5,0,0,0,0,0,0,21.5,66.4,0,974.6,317,1.8,103,15
25.2,0.11,36,0,18.5,0,0,0,0,0,0,21.5,66.4,0,974.6,317,1.8,103,100
21.4,0.11,-20,0,18.4,0,0,0,0,0,0,22.2,82.9,0,974.9,62,1.4,109,3
21.4,0.11,-20,0,18.4,0,0,0,0,0,0,22.1,82.7,0,975.3,62,1.4,109,32
21.4,0.11,-20,0,18.4,0,0,0,0,0,0,22.1,82.7,0,975.3,62,1.4,109,130
21.3,0.11,-20,0,18.4,0,0,0,0,0,0,22.5,83.6,0,974.1,61,1.5,109,15
20.7,0.11,-34,0,18.1,0,0,0,0,0,0,23.7,85,0,974.2,55,1.5,104,36
22,0.11,-67,38.5,18.6,62,0,0,62,57,62,28.1,80.6,0,975.6,49,2.4,80,50
22.1,0.11,-67,38.6,18.6,62,0,0,62,56,62,28.1,80.4,0,976,49,2.4,80,80
22.1,0.11,-67,38.6,18.6,62,0,0,62,56,62,28.1,80.4,0,976,49,2.4,80,85
20.7,0.11,-34,0,18.1,0,0,0,0,0,0,23.7,85,0,974.2,55,1.5,104,0
20.7,0.11,-34,0,18.1,0,0,0,0,0,0,23.7,85,0,974.2,55,1.5,104,70
29,0.11,-112,0,19.1,193,657,513,706,643,796,32.2,55,0,976.3,68,3,39,8
29.1,0.11,-112,0,19.1,193,656,512,705,642,795,32.3,55,0,976.7,68,3,39,130
29.1,0.11,-112,0,19.1,193,656,512,705,642,795,32.3,55,0,976.7,68,3,39,65
30.4,0.11,-131,3.7,19.2,264,587,510,774,728,774,32.9,51.1,0,975.4,82,2.9,30,2
30.4,0.11,-131,3.7,19.2,264,587,510,774,728,774,32.9,51.1,0,975.4,82,2.9,30,11
32.2,0.11,136,0,19.8,199,702,618,817,777,808,35.6,47.9,0,975.3,131,3.8,28,38
32.2,0.11,136,0,19.8,199,701,617,817,776,808,35.6,47.9,0,975.7,131,3.8,28,27
32.2,0.11,136,0,19.8,199,701,617,817,776,808,35.6,47.9,0,975.7,131,3.8,28,530
32.2,0.11,136,0,19.7,198,705,620,818,777,809,35.6,47.8,0,974.5,129,3.7,28,1
32.2,0.11,136,0,19.7,198,705,620,818,777,809,35.6,47.8,0,974.5,129,3.7,28,30
29.4,0.11,79,1.5,19.6,116,422,164,280,175,554,33.6,55.6,0,974.7,149,2.2,68,110
29.5,0.11,79,1.4,19.6,116,424,165,280,175,556,33.5,55.4,0,975.2,149,2.3,68,180
29.5,0.11,79,1.4,19.6,116,424,165,280,175,556,33.5,55.4,0,975.2,149,2.3,68,1300
28.5,0.11,69,11,20.4,70,198,48,118,58,217,33.1,61.5,0,973.9,148,1.5,78,5
28.5,0.11,69,11,20.4,70,198,48,118,58,217,33.1,61.5,0,973.9,148,1.5,78,30
25.2,0.11,36,0,20.2,0,0,0,0,0,0,31.9,73.6,0,975,127,1.8,103,6
25.3,0.11,36,0,20.1,0,0,0,0,0,0,31.8,73.2,0,975.5,126,1.8,103,100
25.3,0.11,36,0,20.1,0,0,0,0,0,0,31.8,73.2,0,975.5,126,1.8,103,1300
25.1,0.11,36,0,20.3,0,0,0,0,0,0,32,74.5,0,974.2,130,1.8,103,12
25.1,0.11,36,0,20.3,0,0,0,0,0,0,32,74.5,0,974.2,130,1.8,103,40
22.6,0.11,-20,0,20.5,0,0,0,0,0,0,35.4,87.6,0,974.3,99,2.5,109,160
22.7,0.11,-20,0,20.5,0,0,0,0,0,0,35.5,87.3,0,974.7,98,2.5,109,200
22.7,0.11,-20,0,20.5,0,0,0,0,0,0,35.5,87.3,0,974.7,98,2.5,109,260
22.2,0.11,-34,0,20,0,0,0,0,0,0,35.5,87.1,0,973.4,107,2.1,104,10
22.2,0.11,-34,0,20,0,0,0,0,0,0,35.5,87.1,0,973.4,107,2.1,104,80
23.2,0.11,-67,45.2,20.1,55,0,0,55,50,55,35.6,83,0,974.4,143,0.7,80,80
23.2,0.11,-67,46.3,20.2,54,0,0,54,49,54,35.8,82.9,0,974.9,142,0.7,80,180
23.2,0.11,-67,46.3,20.2,54,0,0,54,49,54,35.8,82.9,0,974.9,142,0.7,80,160
24,0.11,-77,19.8,20.6,167,86,34,200,166,266,35.2,81.5,0,973.9,185,0.4,70,0
24,0.11,-77,19.8,20.6,167,86,34,200,166,266,35.2,81.5,0,973.9,185,0.4,70,4
27,0.11,-112,0,20.2,202,641,500,702,639,790,35.1,66.3,0,975,225,1.4,39,15
26.9,0.11,-112,0,20.2,202,640,499,701,638,789,35.2,66.7,0,975.4,226,1.4,39,60
26.9,0.11,-112,0,20.2,202,640,499,701,638,789,35.2,66.7,0,975.4,226,1.4,39,180
28.1,0.11,-131,3.8,20,278,567,492,770,723,770,34.9,61.5,0,974,220,1.7,30,5
28.1,0.11,-131,3.8,20,278,567,492,770,723,770,34.9,61.5,0,974,220,1.7,30,80
30.1,0.11,136,4.7,20.4,278,571,501,780,737,772,35.3,56.1,0,973.7,213,2.4,28,130
30,0.11,136,5.9,20.5,292,544,478,770,729,763,35.4,56.6,0,974.1,214,2.4,28,1
30,0.11,136,5.9,20.5,292,544,478,770,729,763,35.4,56.6,0,974.1,214,2.4,28,13
30.2,0.11,136,3.4,20.2,258,607,534,792,748,781,35.2,55,0,972.9,210,2.3,28,2
30.2,0.11,136,3.4,20.2,258,607,534,792,748,781,35.2,55,0,972.9,210,2.3,28,7
27.2,0.11,79,11.6,19.3,162,232,84,246,177,409,34.4,62.1,0,973.8,224,0.9,68,18
26.6,0.11,69,1.4,19.6,69,260,58,127,54,235,33.2,65.3,0,974.2,219,0.5,78,25
26.6,0.11,69,1.4,19.6,69,260,58,127,54,235,33.2,65.3,0,974.2,219,0.5,78,1300
27.1,0.11,79,6.7,19.3,146,307,114,260,176,471,34.4,62.2,0,973,225,0.9,68,9
27.1,0.11,79,6.7,19.3,146,307,114,260,176,471,34.4,62.2,0,973,225,0.9,68,35
23,0.11,36,0,20.1,0,0,0,0,0,0,29.7,83.7,0,974.2,197,1.3,103,26
23.1,0.11,36,0,20.1,0,0,0,0,0,0,29.7,83.5,0,974.7,195,1.3,103,15
23.1,0.11,36,0,20.1,0,0,0,0,0,0,29.7,83.5,0,974.7,195,1.3,103,390
22.2,0.11,23,0,20.1,0,0,0,0,0,0,28.7,87.8,0,973.4,211,1.1,108,10
22.2,0.11,23,0,20.1,0,0,0,0,0,0,28.7,87.8,0,973.4,211,1.1,108,80
21.4,0.11,-20,0,19.1,0,0,0,0,0,0,25.9,86.8,0,973.6,329,1.5,109,60
21.5,0.11,-20,0,19.2,0,0,0,0,0,0,25.8,86.5,0,974,330,1.6,109,4
21.5,0.11,-20,0,19.2,0,0,0,0,0,0,25.8,86.5,0,974,330,1.6,109,28
20.7,0.11,-34,0,18.6,0,0,0,0,0,0,26.2,88.1,0,972.7,354,1.3,104,1
20.7,0.11,-34,0,18.6,0,0,0,0,0,0,26.2,88.1,0,972.7,354,1.3,104,50
21.3,0.11,-67,22.5,18.9,78,39,10,88,70,110,26.6,85.9,0,973.5,30,1.6,80,40
21.4,0.11,-67,24,18.9,78,35,8,86,69,106,26.5,85.7,0,974,30,1.6,80,30
21.4,0.11,-67,24,18.9,78,35,8,86,69,106,26.5,85.7,0,974,30,1.6,80,25
22.4,0.11,-77,1.4,19.6,90,495,175,266,143,583,26.9,84.2,0,972.8,32,1.5,70,14
22.4,0.11,-77,1.4,19.6,90,495,175,266,143,583,26.9,84.2,0,972.8,32,1.5,70,6
26.9,0.11,-112,0,17.8,140,763,594,734,674,843,27.5,57.4,0,973.6,160,0.1,39,13
27,0.11,-112,0,17.8,139,764,595,734,674,843,27.4,57.2,0,974.1,159,0.1,39,5
27,0.11,-112,0,17.8,139,764,595,734,674,843,27.4,57.2,0,974.1,159,0.1,39,50
26.8,0.11,-112,0.3,17.9,146,754,587,733,672,840,27.5,58,0,972.8,161,0.1,39,1
26.8,0.11,-112,0.3,17.9,146,754,587,733,672,840,27.5,58,0,972.8,161,0.1,39,3
31,0.11,116,0,14.9,181,704,563,743,684,819,28.1,37.7,0,972.2,203,2.1,37,15
31.1,0.11,136,0,15.8,181,745,655,837,799,828,27.9,39.8,0,973,202,1.8,28,2
31.1,0.11,136,0,15.8,181,745,655,837,799,828,27.9,39.8,0,973,202,1.8,28,5
31.1,0.11,136,0,15.8,183,743,654,837,798,828,28,39.6,0,971.7,200,1.8,28,0
31.1,0.11,136,0,15.8,183,743,654,837,798,828,28,39.6,0,971.7,200,1.8,28,624
29,0.11,79,20.3,15.2,158,178,66,224,168,343,29.2,43,0,971.8,199,2,68,910
29.1,0.11,79,17.5,15.2,160,192,73,232,174,358,29.2,42.8,0,972.2,200,2,68,200
29.1,0.11,79,17.5,15.2,160,192,73,232,174,358,29.2,42.8,0,972.2,200,2,68,25
27.8,0.11,69,1.9,16.4,71,231,52,123,57,222,29.8,50,0,971,190,1.5,78,12
27.8,0.11,69,1.9,16.4,71,231,52,123,57,222,29.8,50,0,971,190,1.5,78,13
24.1,0.11,36,0,18,0,0,0,0,0,0,31.8,68.5,0,972.6,165,1.8,103,1534
24.2,0.11,36,0,17.9,0,0,0,0,0,0,31.8,68.1,0,973,165,1.8,103,37
24.2,0.11,36,0,17.9,0,0,0,0,0,0,31.8,68.1,0,973,165,1.8,103,1170
22.9,0.11,23,0,18.3,0,0,0,0,0,0,32.6,75.3,0,971.9,162,1.9,108,29
22.9,0.11,23,0,18.3,0,0,0,0,0,0,32.6,75.3,0,971.9,162,1.9,108,50
21,0.11,-20,0,18.9,0,0,0,0,0,0,35.1,87.7,0,972.4,156,1.3,109,1080
21.1,0.11,-20,0,18.9,0,0,0,0,0,0,35.2,87.4,0,972.8,156,1.3,109,1430
21.1,0.11,-20,0,18.9,0,0,0,0,0,0,35.2,87.4,0,972.8,156,1.3,109,1560
20.8,0.11,-34,0,18.8,0,0,0,0,0,0,35.1,88.3,0,971.4,135,1.1,104,64
20.8,0.11,-34,0,18.8,0,0,0,0,0,0,35.1,88.3,0,971.4,135,1.1,104,650
22.3,0.11,-68,51.6,19.5,43,0,0,43,39,43,35.2,84.3,0,972.3,72,0.7,80,480
22.4,0.11,-68,53.6,19.5,41,0,0,41,37,41,35.3,84.1,0,972.7,70,0.7,80,533
22.4,0.11,-68,53.6,19.5,41,0,0,41,37,41,35.3,84.1,0,972.7,70,0.7,80,66
23.3,0.11,-77,35.1,20.1,158,0,0,158,143,158,35.1,82,0,971.7,50,0.6,70,40
23.3,0.11,-77,35.1,20.1,158,0,0,158,143,158,35.1,82,0,971.7,50,0.6,70,2
27.4,0.11,-131,4.6,18.7,257,600,519,776,732,777,34.1,58.8,0,972.9,161,1.1,30,3
27.5,0.11,-131,4.1,18.6,249,613,531,780,736,781,34.2,58.7,0,973.3,161,1,30,70
27.5,0.11,-131,4.1,18.6,249,613,531,780,736,781,34.2,58.7,0,973.3,161,1,30,520
26.3,0.11,-112,1.9,18.9,215,618,481,696,635,782,34.5,63.6,0,972.2,142,0.6,39,116
26.3,0.11,-112,1.9,18.9,215,618,481,696,635,782,34.5,63.6,0,972.2,142,0.6,39,54
29.9,0.11,136,60.2,19.2,274,66,59,333,308,330,32.3,52.9,0,972.3,173,3,28,351
29,0.11,116,81.7,18.7,134,0,0,134,121,134,32.3,53.8,0,972.8,180,2.8,37,520
29,0.11,116,81.7,18.7,134,0,0,134,121,134,32.3,53.8,0,972.8,180,2.8,37,1300
29,0.11,116,79,18.6,155,0,0,155,140,155,32.1,53.4,0,971.6,180,2.7,37,10
29,0.11,116,79,18.6,155,0,0,155,140,155,32.1,53.4,0,971.6,180,2.7,37,4
26.9,0.11,79,0,18.6,112,446,171,283,174,573,31.1,60.5,0,972.3,197,1.4,68,2000
27,0.11,79,0,18.7,112,446,171,283,174,573,31.2,60.5,0,972.8,196,1.4,68,10
27,0.11,79,0,18.7,112,446,171,283,174,573,31.2,60.5,0,972.8,196,1.4,68,1690
26.9,0.11,79,0,18.6,112,445,170,282,173,572,31.1,60.6,0,971.5,199,1.3,68,25
26.9,0.11,79,0,18.6,112,445,170,282,173,572,31.1,60.6,0,971.5,199,1.3,68,260
23.8,0.11,37,0,19.4,0,0,0,0,0,0,29.1,76,0,972.3,87,0.9,103,1430
23.8,0.11,37,0,19.4,0,0,0,0,0,0,29.1,76.1,0,972.8,88,0.9,103,12
23.8,0.11,37,0,19.4,0,0,0,0,0,0,29.1,76.1,0,972.8,88,0.9,103,70
22.8,0.11,23,0,19.1,0,0,0,0,0,0,29.3,79.8,0,971.6,83,1.2,108,10
22.8,0.11,23,0,19.1,0,0,0,0,0,0,29.3,79.8,0,971.6,83,1.2,108,100
19.9,0.11,-20,0,18,0,0,0,0,0,0,31.6,88.7,0,972.1,77,1.4,109,1170
19.9,0.11,-20,0,18,0,0,0,0,0,0,31.7,88.8,0,972.5,77,1.4,109,60
19.9,0.11,-20,0,18,0,0,0,0,0,0,31.7,88.8,0,972.5,77,1.4,109,40
20,0.11,-34,0,17.8,0,0,0,0,0,0,31.3,87.4,0,971.1,86,1.2,104,5
20,0.11,-34,0,17.8,0,0,0,0,0,0,31.3,87.4,0,971.1,86,1.2,104,65
22,0.11,-68,36.6,18.6,64,4,1,65,59,68,31,81,0,971.8,84,0.9,80,12
22,0.11,-68,38.8,18.6,63,4,1,64,57,66,31.1,81,0,972.3,82,0.9,80,20
22,0.11,-68,38.8,18.6,63,4,1,64,57,66,31.1,81,0,972.3,82,0.9,80,15
23.1,0.11,-77,6.2,19.2,128,285,104,232,155,431,30.8,78.5,0,971.1,82,1,70,4
23.1,0.11,-77,6.2,19.2,128,285,104,232,155,431,30.8,78.5,0,971.1,82,1,70,4
26.7,0.11,-112,25.3,17.5,443,98,74,516,472,538,31.8,57,0,972.1,174,1.7,39,3
26.7,0.11,-112,26.6,17.6,431,100,76,508,464,528,31.9,57.2,0,972.6,174,1.7,39,22
26.7,0.11,-112,26.6,17.6,431,100,76,508,464,528,31.9,57.2,0,972.6,174,1.7,39,650
26.8,0.11,-112,21.3,17.4,418,168,125,542,494,579,31.7,56.5,0,971.3,175,1.7,39,2
26.8,0.11,-112,21.3,17.4,418,168,125,542,494,579,31.7,56.5,0,971.3,175,1.7,39,0
28.1,0.11,137,10.8,17.7,314,482,421,736,693,731,31.3,53,0,972.1,188,0.8,28,8
28.1,0.11,137,10.5,17.7,337,459,402,739,699,735,31.3,53.4,0,972.5,191,0.8,28,7
28.1,0.11,137,10.5,17.7,337,459,402,739,699,735,31.3,53.4,0,972.5,191,0.8,28,15
28.2,0.11,136,16.6,17.5,356,379,331,687,649,688,31.4,52.4,0,971.3,183,0.9,28,5
