AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,ecoli
28.2,0.11,136,16.6,17.5,356,379,331,687,649,688,31.4,52.4,0,971.3,183,0.9,28,25
26.8,0.11,80,6,18.1,138,347,129,268,177,507,31.1,59.1,0,972.2,286,0.2,68,3
26.8,0.11,80,4.4,18.1,130,381,143,273,175,530,31.1,58.9,0,972.7,293,0.2,68,25
26.8,0.11,80,4.4,18.1,130,381,143,273,175,530,31.1,58.9,0,972.7,293,0.2,68,80
26.3,0.11,70,7.4,19.3,72,210,47,120,60,206,30.6,65.5,0,971.4,89,0.1,78,0
26.3,0.11,70,7.4,19.3,72,210,47,120,60,206,30.6,65.5,0,971.4,89,0.1,78,23
24.6,0.11,37,0,18.5,0,0,0,0,0,0,30.7,68.9,0,973,242,0.9,103,5
24.7,0.11,37,0,18.5,0,0,0,0,0,0,30.8,68.4,0,973.4,245,0.9,103,17
24.7,0.11,37,0,18.5,0,0,0,0,0,0,30.8,68.4,0,973.4,245,0.9,103,32
23.4,0.11,23,0,18.2,0,0,0,0,0,0,31.5,72.3,0,972.3,251,0.7,108,0
23.4,0.11,23,0,18.2,0,0,0,0,0,0,31.5,72.3,0,972.3,251,0.7,108,78
19.3,0.11,-34,0,16.8,0,0,0,0,0,0,34.6,85.7,0,973.1,28,1.7,104,12
19.8,0.11,-20,0,17.1,0,0,0,0,0,0,35.1,84.6,0,973.6,27,1.9,109,12
19.8,0.11,-20,0,17.1,0,0,0,0,0,0,35.1,84.6,0,973.6,27,1.9,109,560
19.5,0.11,-20,0,17.1,0,0,0,0,0,0,35.3,86,0,972.4,29,1.8,109,0
19.5,0.11,-20,0,17.1,0,0,0,0,0,0,35.3,86,0,972.4,29,1.8,109,60
20.5,0.11,-68,30.9,17.6,71,3,1,71,64,73,32.7,83.3,0,973.1,16,1,80,39
20.5,0.11,-68,32,17.5,70,2,1,70,63,72,32.7,82.9,0,973.6,15,1.1,80,77
20.5,0.11,-68,32,17.5,70,2,1,70,63,72,32.7,82.9,0,973.6,15,1.1,80,52
21.6,0.11,-78,8.6,18.4,125,299,110,235,155,440,32.3,82.2,0,972.4,2,0.7,70,12
21.6,0.11,-78,8.6,18.4,125,299,110,235,155,440,32.3,82.2,0,972.4,2,0.7,70,4
25.3,0.11,-112,0.5,17.3,169,706,547,716,656,816,30,61,0,973.6,246,1.3,39,0
25.4,0.11,-112,0.9,17.2,173,696,540,714,653,813,29.9,60.3,0,974,247,1.3,39,38
25.4,0.11,-112,0.9,17.2,173,696,540,714,653,813,29.9,60.3,0,974,247,1.3,39,36
25.2,0.11,-113,1.3,17.5,180,685,531,712,651,809,30.2,62.5,0,972.7,244,1.3,39,5
25.2,0.11,-113,1.3,17.5,180,685,531,712,651,809,30.2,62.5,0,972.7,244,1.3,39,72
29.4,0.11,137,0.5,17.4,146,798,701,847,819,845,26.4,48.7,0,973.5,230,3.7,29,6
29.4,0.11,137,1.1,17.4,157,780,685,841,812,839,26.3,48.3,0,974,230,3.7,29,3
29.4,0.11,137,1.1,17.4,157,780,685,841,812,839,26.3,48.3,0,974,230,3.7,29,40
29.3,0.11,137,0.9,17.6,152,788,691,844,814,842,26.5,49.4,0,972.8,230,3.6,29,0
29.3,0.11,137,0.9,17.6,152,788,691,844,814,842,26.5,49.4,0,972.8,230,3.6,29,7
26.8,0.11,80,0,15.3,78,613,233,311,175,688,22.5,49.5,0,973.2,236,3.1,68,40
25.9,0.11,70,0,15.4,51,441,95,147,38,305,21.5,52.2,0,973.7,235,2.3,78,7
25.9,0.11,70,0,15.4,51,441,95,147,38,305,21.5,52.2,0,973.7,235,2.3,78,650
25.8,0.11,70,0,15.6,51,443,95,146,37,303,21.6,53.4,0,972.4,236,2.2,78,2
25.8,0.11,70,0,15.6,51,443,95,146,37,303,21.6,53.4,0,972.4,236,2.2,78,26
21.7,0.11,37,0,16.3,0,0,0,0,0,0,20.4,71.7,0,974,219,2.2,103,4
21.7,0.11,37,0,16.3,0,0,0,0,0,0,20.4,71.3,0,974.4,219,2.2,103,30
21.7,0.11,37,0,16.3,0,0,0,0,0,0,20.4,71.3,0,974.4,219,2.2,103,1820
21.6,0.11,37,0,16.4,0,0,0,0,0,0,20.4,72.4,0,973.2,220,2.2,103,7
21.6,0.11,37,0,16.4,0,0,0,0,0,0,20.4,72.4,0,973.2,220,2.2,103,65
20.2,0.11,-20,0,16.9,0,0,0,0,0,0,20.8,81.4,0,973.8,238,2.4,109,56
20.3,0.11,-20,0,16.9,0,0,0,0,0,0,20.8,81.2,0,974.3,239,2.4,109,35
20.3,0.11,-20,0,16.9,0,0,0,0,0,0,20.8,81.2,0,974.3,239,2.4,109,64
20,0.11,-20,0,16.8,0,0,0,0,0,0,20.7,82.2,0,973,239,2.4,109,21
20,0.11,-20,0,16.8,0,0,0,0,0,0,20.7,82.2,0,973,239,2.4,109,150
21,0.11,-68,23,17.6,73,80,18,91,62,128,20.8,80.9,0,973.8,248,1.6,80,74
21.1,0.11,-68,23.3,17.6,73,79,18,90,62,127,20.8,80.8,0,974.3,249,1.5,80,11
21.1,0.11,-68,23.3,17.6,73,79,18,90,62,127,20.8,80.8,0,974.3,249,1.5,80,1326
20.9,0.11,-68,22.6,17.5,74,82,18,92,63,129,20.7,81.3,0,973,248,1.6,80,6
20.9,0.11,-68,22.6,17.5,74,82,18,92,63,129,20.7,81.3,0,973,248,1.6,80,4
26.5,0.11,-113,0,16.4,108,827,641,749,697,875,21.4,54.1,0,973.9,229,1.9,39,25
26.5,0.11,-113,0,16.5,109,827,640,749,696,875,21.5,54.1,0,974.4,229,1.9,39,11
26.5,0.11,-113,0,16.5,109,827,640,749,696,875,21.5,54.1,0,974.4,229,1.9,39,196
26.4,0.11,-113,0,16.4,108,829,643,751,699,876,21.3,53.9,0,973.1,229,1.9,39,5
26.4,0.11,-113,0,16.4,108,829,643,751,699,876,21.3,53.9,0,973.1,229,1.9,39,3
30.2,0.11,137,0.3,16,123,842,739,862,840,866,22.1,42.3,0,973,230,4.4,29,0
30.2,0.11,137,0.7,16,131,829,727,858,834,861,22.1,42.5,0,973.4,229,4.4,29,9
30.2,0.11,137,0.7,16,131,829,727,858,834,861,22.1,42.5,0,973.4,229,4.4,29,37
30.2,0.11,137,0,15.9,117,853,748,865,845,871,22,42.1,0,972.2,230,4.5,29,0
29.8,0.11,166,0.6,16.2,124,852,781,905,897,861,22.2,44,0,972.4,230,4,24,127
28,0.11,80,0,15.2,73,637,241,315,176,705,20.4,45.9,0,972.1,222,3.3,68,56
26.8,0.11,70,0,16.1,49,460,99,148,36,312,20.4,51.9,0,972.4,212,2.4,78,2340
26.8,0.11,70,0,16.1,49,460,99,148,36,312,20.4,51.9,0,972.4,212,2.4,78,2080
26.7,0.11,70,0,16.1,49,462,99,148,36,310,20.2,52.1,0,971.2,213,2.4,78,7
26.7,0.11,70,0,16.1,49,462,99,148,36,310,20.2,52.1,0,971.2,213,2.4,78,1040
22.5,0.11,37,0,17.3,0,0,0,0,0,0,22.8,72.5,0,972.8,187,1.8,103,35
22.6,0.11,37,0,17.3,0,0,0,0,0,0,22.9,72.2,0,973.2,186,1.8,103,84
22.6,0.11,37,0,17.3,0,0,0,0,0,0,22.9,72.2,0,973.2,186,1.8,103,1248
21.3,0.11,23,0,17.5,0,0,0,0,0,0,23,78.8,0,972.1,190,2,109,3
21.3,0.11,23,0,17.5,0,0,0,0,0,0,23,78.8,0,972.1,190,2,109,138
20.1,0.11,-20,0,17.6,0,0,0,0,0,0,23.2,85.7,0,972.8,209,2.9,109,4
20.2,0.11,-20,0,17.7,0,0,0,0,0,0,23.3,85.5,0,973.3,209,2.9,109,10
20.2,0.11,-20,0,17.7,0,0,0,0,0,0,23.3,85.5,0,973.3,209,2.9,109,624
20,0.11,-34,0,17.4,0,0,0,0,0,0,23.2,84.8,0,972,209,2.6,105,2
20,0.11,-34,0,17.4,0,0,0,0,0,0,23.2,84.8,0,972,209,2.6,105,290
21.9,0.11,-68,18,18.6,72,102,20,92,60,126,23.5,81.5,0,972.9,215,1.5,80,403
21.9,0.11,-68,19.6,18.6,73,83,17,90,62,120,23.5,81.5,0,973.4,216,1.4,80,176
21.9,0.11,-68,19.6,18.6,73,83,17,90,62,120,23.5,81.5,0,973.4,216,1.4,80,130
22.7,0.11,-78,39.3,19.3,152,37,14,166,145,194,23.4,81.3,0,972.2,220,1.2,70,10
22.7,0.11,-78,39.3,19.3,152,37,14,166,145,194,23.4,81.3,0,972.2,220,1.2,70,1690
28.8,0.11,-132,0,16.5,101,863,744,845,827,875,23.9,47.5,0,973,225,1.9,30,9
27.5,0.11,-113,0,17.1,103,829,641,744,695,873,23.5,53,0,973.6,229,1.6,39,52
27.5,0.11,-113,0,17.1,103,829,641,744,695,873,23.5,53,0,973.6,229,1.6,39,1456
27.5,0.11,-113,1,16.9,120,799,617,738,685,859,23.5,52.6,0,972.4,227,1.5,39,8
27.5,0.11,-113,1,16.9,120,799,617,738,685,859,23.5,52.6,0,972.4,227,1.5,39,559
31.1,0.11,137,0,16.2,126,830,728,853,833,857,25.5,40.8,0,972.1,217,3.4,29,18
31.1,0.11,137,0,16.3,126,829,727,853,832,856,25.5,40.9,0,972.5,217,3.4,29,40
31.1,0.11,137,0,16.3,126,829,727,853,832,856,25.5,40.9,0,972.5,217,3.4,29,416
30.9,0.11,116,0.8,15.2,132,786,626,759,711,850,25.2,38.4,0,971.2,221,3.6,37,54
30.9,0.11,116,0.8,15.2,132,786,626,759,711,850,25.2,38.4,0,971.2,221,3.6,37,1680
28.8,0.11,80,0,15,74,629,238,311,175,698,22.9,43,0,971.7,224,2.8,68,8
28.9,0.11,80,0,15,74,629,238,311,175,697,22.8,42.9,0,972.2,224,2.8,68,15
28.9,0.11,80,0,15,74,629,238,311,175,697,22.8,42.9,0,972.2,224,2.8,68,52
27.5,0.11,70,0,16,49,452,96,146,36,304,21.9,49.5,0,970.8,221,2,78,5
27.5,0.11,70,0,16,49,452,96,146,36,304,21.9,49.5,0,970.8,221,2,78,70
23.4,0.11,37,0,17.1,0,0,0,0,0,0,21.7,67.5,0,972.3,203,1.9,103,25
23.5,0.11,37,0,17,0,0,0,0,0,0,21.7,67.2,0,972.7,203,1.9,103,36
23.5,0.11,37,0,17,0,0,0,0,0,0,21.7,67.2,0,972.7,203,1.9,103,650
23.3,0.11,37,0,17.1,0,0,0,0,0,0,21.7,68.3,0,971.5,204,1.8,103,9
23.3,0.11,37,0,17.1,0,0,0,0,0,0,21.7,68.3,0,971.5,204,1.8,103,3500
15,0.1,-94,63,14.8,0,0,0,0,0,0,30,98.6,0,982.9,193,2.5,100,1950
15,0.1,-105,53.5,14.8,3,0,0,3,3,3,29.7,98.7,0,983.4,189,2.5,90,1300
15,0.1,-105,53.5,14.8,3,0,0,3,3,3,29.7,98.7,0,983.4,189,2.5,90,1300
14.9,0.1,-105,52.4,14.7,4,0,0,4,4,4,29.6,98.7,0,982.1,191,2.5,90,910
14.9,0.1,-105,52.4,14.7,4,0,0,4,4,4,29.6,98.7,0,982.1,191,2.5,90,780
16,0.1,-142,78.5,15.5,84,0,0,84,76,84,28.4,97.1,0,983.9,202,3.5,64,650
16,0.1,-142,76.9,15.6,90,0,0,90,81,90,28.4,97.1,0,984.3,201,3.5,64,1040
16,0.1,-142,76.9,15.6,90,0,0,90,81,90,28.4,97.1,0,984.3,201,3.5,64,3500
16.6,0.1,-158,60.8,15.7,186,0,0,186,168,186,27.8,94.7,0,983.1,207,3.6,58,160
16.6,0.1,-158,60.8,15.7,186,0,0,186,168,186,27.8,94.7,0,983.1,207,3.6,58,1040
18.1,0.1,150,64.4,15.7,151,0,0,151,137,151,26,85.9,0,983.7,223,3,60,390
18.1,0.1,150,64.2,15.7,152,0,0,152,137,152,26,85.8,0,984.2,223,3,60,650
18.1,0.1,150,64.2,15.7,152,0,0,152,137,152,26,85.8,0,984.2,223,3,60,520
17.7,0.1,135,55.9,15.3,140,0,0,140,127,140,25.4,85.6,0,982.7,221,2.8,67,390
17.7,0.1,135,55.9,15.3,140,0,0,140,127,140,25.4,85.6,0,982.7,221,2.8,67,1040
16,0.1,100,45.9,14.4,0,0,0,0,0,0,23.9,90.6,0,983.6,204,1.9,94,1300
16,0.1,100,44.4,14.4,0,0,0,0,0,0,24,90.5,0,984,204,1.9,94,520
16,0.1,100,44.4,14.4,0,0,0,0,0,0,24,90.5,0,984,204,1.9,94,100
15.1,0.1,90,43.5,14.2,0,0,0,0,0,0,23.4,94.5,0,982.9,198,1.6,105,60
15.1,0.1,90,43.5,14.2,0,0,0,0,0,0,23.4,94.5,0,982.9,198,1.6,105,780
14.2,0.1,50,63.9,13.6,0,0,0,0,0,0,23.8,96.3,0,983.9,186,1.3,134,40
14.2,0.1,50,64.1,13.6,0,0,0,0,0,0,23.9,96.2,0,984.4,185,1.3,134,46
14.2,0.1,50,64.1,13.6,0,0,0,0,0,0,23.9,96.2,0,984.4,185,1.3,134,2000
14.1,0.1,31,65.7,13.4,0,0,0,0,0,0,24.1,96.1,0,983,192,1.4,141,80
14.1,0.1,31,65.7,13.4,0,0,0,0,0,0,24.1,96.1,0,983,192,1.4,141,280
14.4,0.11,-40,59,13.4,0,0,0,0,0,0,26.3,93.8,0,983.3,202,1.7,139,240
14.4,0.11,-40,61.5,13.4,0,0,0,0,0,0,26.3,93.8,0,983.8,201,1.7,139,360
14.4,0.11,-40,61.5,13.4,0,0,0,0,0,0,26.3,93.8,0,983.8,201,1.7,139,1040
14.3,0.11,-58,60.4,13.7,0,0,0,0,0,0,26.2,96.1,0,982.2,202,1.6,131,70
14.3,0.11,-58,60.4,13.7,0,0,0,0,0,0,26.2,96.1,0,982.2,202,1.6,131,180
14.2,0.11,-95,56.4,14.1,0,0,0,0,0,0,26.2,99.3,0,982.7,198,1.6,100,480
14.3,0.11,-95,55,14.2,0,0,0,0,0,0,26.2,99.3,0,983.2,197,1.5,100,520
14.3,0.11,-95,55,14.2,0,0,0,0,0,0,26.2,99.3,0,983.2,197,1.5,100,150
14.1,0.11,-105,59.4,14,3,0,0,3,3,3,26,99.3,0,981.9,200,1.7,90,360
14.1,0.11,-105,59.4,14,3,0,0,3,3,3,26,99.3,0,981.9,200,1.7,90,80
15.9,0.11,-142,79.3,14.4,77,0,0,77,69,77,26.1,91.1,0,983,207,2.7,64,60
15.9,0.11,-142,77.9,14.4,82,0,0,82,74,82,26.1,91,0,983.5,206,2.6,64,260
15.9,0.11,-142,77.9,14.4,82,0,0,82,74,82,26.1,91,0,983.5,206,2.6,64,2000
15.8,0.11,-142,79.6,14.4,76,0,0,76,69,76,25.9,91.1,0,982.2,209,2.7,64,2000
15.8,0.11,-142,79.6,14.4,76,0,0,76,69,76,25.9,91.1,0,982.2,209,2.7,64,520
18.7,0.11,151,90,14.9,43,0,0,43,39,43,25.4,78.7,0,981.5,220,3.2,61,200
18.6,0.11,151,89.5,14.9,45,0,0,45,40,45,25.4,78.9,0,982,219,3.2,61,100
18.6,0.11,151,89.5,14.9,45,0,0,45,40,45,25.4,78.9,0,982,219,3.2,61,180
18.1,0.11,136,80.3,14.5,63,0,0,63,57,63,24.6,79.8,0,980.4,221,2.9,67,150
18.1,0.11,136,80.3,14.5,63,0,0,63,57,63,24.6,79.8,0,980.4,221,2.9,67,220
15.5,0.11,100,26.3,13.7,0,0,0,0,0,0,22.6,88.7,0,981.2,212,1.9,95,160
15.5,0.11,100,25.7,13.7,0,0,0,0,0,0,22.6,88.7,0,981.6,212,1.9,95,86
15.5,0.11,100,25.7,13.7,0,0,0,0,0,0,22.6,88.7,0,981.6,212,1.9,95,62
15.5,0.11,100,26.7,13.7,0,0,0,0,0,0,22.5,88.8,0,980.3,214,1.9,95,108
15.5,0.11,100,26.7,13.7,0,0,0,0,0,0,22.5,88.8,0,980.3,214,1.9,95,1300
6.3,0.1,-77,96.1,4.1,0,0,0,0,0,0,16.8,85.5,0,964.1,29,10.8,126,760
6.4,0.1,-77,94.8,4.1,0,0,0,0,0,0,16.8,85.1,0,964.6,29,10.9,126,1040
6.4,0.1,-77,94.8,4.1,0,0,0,0,0,0,16.8,85.1,0,964.6,29,10.9,126,1890
7.2,0.1,-64,97,4.9,0,0,0,0,0,0,17.8,85.5,0,962.7,27,9.4,136,510
7.2,0.1,-64,97,4.9,0,0,0,0,0,0,17.8,85.5,0,962.7,27,9.4,136,1300
5.5,0.1,-110,85.9,3,0,0,0,0,0,0,16.8,84.3,0,966.4,30,12.1,95,180
5.5,0.1,-110,85.3,3,0,0,0,0,0,0,16.8,83.8,0,966.8,30,12.1,95,780
5.5,0.1,-110,85.3,3,0,0,0,0,0,0,16.8,83.8,0,966.8,30,12.1,95,260
5.5,0.1,-99,90.7,3.4,0,0,0,0,0,0,16.7,86,0,964.8,30,11.7,105,520
5.5,0.1,-99,90.7,3.4,0,0,0,0,0,0,16.7,86,0,964.8,30,11.7,105,2000
16.5,0.12,-112,65.7,15,244,0,0,244,221,244,31,91.1,0,969,23,5,38,520
16.5,0.12,-112,68.3,15,225,0,0,225,204,225,31,90.7,0,969.5,23,5,38,400
16.5,0.12,-112,68.3,15,225,0,0,225,204,225,31,90.7,0,969.5,23,5,38,175
16.4,0.12,-112,61.2,15,277,0,0,277,251,277,31,91.6,0,968.2,22,5,38,8
16.4,0.12,-112,61.2,15,277,0,0,277,251,277,31,91.6,0,968.2,22,5,38,38
18.1,0.12,135,38.9,12.3,465,68,58,523,482,528,24.3,68.6,0,972.5,36,4.3,28,118
18.3,0.12,135,38.2,12.3,480,57,49,529,486,534,24.3,68,0,972.9,36,4.3,28,185
18.3,0.12,135,38.2,12.3,480,57,49,529,486,534,24.3,68,0,972.9,36,4.3,28,53
18.2,0.12,115,18,11.9,365,334,266,631,583,679,22.8,66.8,0,971.9,42,3.7,37,22
18.2,0.12,115,18,11.9,365,334,266,631,583,679,22.8,66.8,0,971.9,42,3.7,37,11
18.6,0.12,79,4.7,11.7,103,539,201,304,172,645,18.9,64.3,0,973.6,59,2,68,22
18.5,0.12,69,0,12,47,494,108,155,33,327,17.8,66,0,974.4,61,1.2,78,40
18.5,0.12,69,0,12,47,494,108,155,33,327,17.8,66,0,974.4,61,1.2,78,2
18.2,0.12,69,0,12.1,47,492,107,154,33,324,17.8,67.4,0,973.1,58,1.3,78,2
18.2,0.12,69,0,12.1,47,492,107,154,33,324,17.8,67.4,0,973.1,58,1.3,78,4
16.7,0.12,36,0,11.3,0,0,0,0,0,0,17.2,70.3,0,975.9,73,1.2,103,200
16.9,0.12,36,0,11.3,0,0,0,0,0,0,17.3,69.7,0,976.3,75,1.1,103,48
16.9,0.12,36,0,11.3,0,0,0,0,0,0,17.3,69.7,0,976.3,75,1.1,103,62
15.5,0.12,23,0,11.1,0,0,0,0,0,0,17.6,75.1,0,975.6,72,1.5,108,4
15.5,0.12,23,0,11.1,0,0,0,0,0,0,17.6,75.1,0,975.6,72,1.5,108,60
12.8,0.11,-20,0,11.1,0,0,0,0,0,0,19.9,89.6,0,977,71,2,109,270
12.9,0.11,-20,0,11.1,0,0,0,0,0,0,20,89.2,0,977.5,72,2,109,160
12.9,0.11,-20,0,11.1,0,0,0,0,0,0,20,89.2,0,977.5,72,2,109,120
12.3,0.11,-34,0,10.8,0,0,0,0,0,0,19.9,90.5,0,976.4,74,2,104,12
12.3,0.11,-34,0,10.8,0,0,0,0,0,0,19.9,90.5,0,976.4,74,2,104,8
14.5,0.11,-67,46.5,12.1,63,0,0,63,58,63,20.3,85.4,0,978.1,71,1.9,80,240
14.6,0.11,-67,50.4,12.1,60,0,0,60,55,60,20.3,85.1,0,978.6,71,1.9,80,520
14.6,0.11,-67,50.4,12.1,60,0,0,60,55,60,20.3,85.1,0,978.6,71,1.9,80,46
15.9,0.11,-77,32.9,13.1,169,55,24,193,167,224,20.4,83.4,0,977.7,69,2,69,2
15.9,0.11,-77,32.9,13.1,169,55,24,193,167,224,20.4,83.4,0,977.7,69,2,69,10
19.9,0.11,-112,29.4,11.6,370,210,156,526,476,570,21,59,0,979.5,100,1.8,38,60
19.9,0.11,-112,30.9,11.6,359,209,155,514,466,558,21,58.8,0,979.9,100,1.8,38,180
19.9,0.11,-112,30.9,11.6,359,209,155,514,466,558,21,58.8,0,979.9,100,1.8,38,160
20.9,0.11,-131,14.9,11.2,308,484,426,734,690,729,20.7,53.9,0,978.7,113,1.8,29,2
20.9,0.11,-131,14.9,11.2,308,484,426,734,690,729,20.7,53.9,0,978.7,113,1.8,29,16
23.4,0.11,136,3,10.6,185,750,660,844,803,838,19.2,44.6,0,979.1,151,2.1,28,48
23.4,0.11,136,2.7,10.6,179,759,668,847,806,841,19.2,44.3,0,979.5,152,2.2,28,40
23.4,0.11,136,2.7,10.6,179,759,668,847,806,841,19.2,44.3,0,979.5,152,2.2,28,26
23.1,0.11,115,4.9,10.4,205,668,535,740,676,810,19.6,44.7,0,978.2,159,2.1,37,0
23.1,0.11,115,4.9,10.4,205,668,535,740,676,810,19.6,44.7,0,978.2,159,2.1,37,6
21.8,0.11,79,3,11,97,558,211,308,173,656,19.7,50,0,978.9,173,1.8,68,90
21.9,0.11,79,2.7,10.9,95,565,214,309,173,661,19.7,49.6,0,979.4,173,1.8,68,12
21.9,0.11,79,2.7,10.9,95,565,214,309,173,661,19.7,49.6,0,979.4,173,1.8,68,60
21.1,0.11,69,0,11.9,50,469,102,152,35,315,19.6,55.9,0,978.2,172,1.5,78,4
21.1,0.11,69,0,11.9,50,469,102,152,35,315,19.6,55.9,0,978.2,172,1.5,78,8
18.2,0.11,36,0,11.9,0,0,0,0,0,0,19.7,66.8,0,979.8,122,1.5,103,250
18.3,0.11,36,0,11.9,0,0,0,0,0,0,19.7,66.4,0,980.2,122,1.5,103,72
18.3,0.11,36,0,11.9,0,0,0,0,0,0,19.7,66.4,0,980.2,122,1.5,103,420
17,0.11,23,0,11.9,0,0,0,0,0,0,19.7,72.2,0,979.1,107,1.7,108,4
17,0.11,23,0,11.9,0,0,0,0,0,0,19.7,72.2,0,979.1,107,1.7,108,20
13.9,0.12,-34,0,11.1,0,0,0,0,0,0,21.1,83.1,0,979.3,75,1.7,104,210
14,0.12,-34,0,11.1,0,0,0,0,0,0,21.1,82.8,0,979.8,74,1.7,104,53
14,0.12,-34,0,11.1,0,0,0,0,0,0,21.1,82.8,0,979.8,74,1.7,104,260
13.5,0.12,-46,0,10.5,0,0,0,0,0,0,21.6,82.5,0,978.5,78,1.6,97,4
13.5,0.12,-46,0,10.5,0,0,0,0,0,0,21.6,82.5,0,978.5,78,1.6,97,4
15.6,0.12,-67,58.6,11.9,49,0,0,49,44,49,22.9,78.7,0,979.5,80,1.7,80,250
15.7,0.12,-67,59.8,11.9,47,0,0,47,43,47,23,78.4,0,980,80,1.7,80,160
15.7,0.12,-67,59.8,11.9,47,0,0,47,43,47,23,78.4,0,980,80,1.7,80,72
17,0.12,-77,57.5,13,110,0,0,110,100,110,23.4,77.5,0,978.9,84,1.8,70,2
17,0.12,-77,57.5,13,110,0,0,110,100,110,23.4,77.5,0,978.9,84,1.8,70,6
17.2,0.11,37,0,16.2,0,0,0,0,0,0,24.7,93.8,0,967.1,215,1.7,103,140
17.2,0.11,37,0,16.2,0,0,0,0,0,0,24.8,93.7,0,967.5,216,1.7,103,1200
17.2,0.11,37,0,16.2,0,0,0,0,0,0,24.8,93.7,0,967.5,216,1.7,103,180
17.9,0.11,49,0,16.6,0,0,0,0,0,0,25.3,91.9,0,966.2,221,1.8,96,14
17.9,0.11,49,0,16.6,0,0,0,0,0,0,25.3,91.9,0,966.2,221,1.8,96,64
